RERGL,PTHR45704:SF9,PTHR45704
SCARF1,PTHR24043:SF0,PTHR24043
FCN3,PTHR19143:SF415,PTHR19143
SLAMF7,PTHR12080:SF46,PTHR12080
LGI2,PTHR24367:SF21,PTHR24367
PRKACG,PTHR24353:SF137,PTHR24353
MORC1,PTHR23337:SF6,PTHR23337
PRAMEF1,PTHR14224:SF81,PTHR14224
DSE,PTHR15532:SF3,PTHR15532
TAS2R5,PTHR11394:SF8,PTHR11394
IGSF10,PTHR45842:SF2,PTHR45842
KIAA0408,PTHR15705:SF1,PTHR15705
ZNF205,PTHR23226:SF77,PTHR23226
DHRS9,PTHR43313:SF15,PTHR43313
DCAF1,PTHR13129:SF4,PTHR13129
LRRFIP2,PTHR19212:SF6,PTHR19212
METTL21C,PTHR14614:SF13,PTHR14614
OGDH,PTHR23152:SF7,PTHR23152
ARHGAP39,PTHR45876:SF1,PTHR45876
EVPL,PTHR23169:SF7,PTHR23169
SMG8,PTHR13091:SF0,PTHR13091
FBN3,PTHR24039:SF0,PTHR24039
GPR39,PTHR46752:SF1,PTHR46752
ANXA4,PTHR10502:SF28,PTHR10502
CHRFAM7A,PTHR18945:SF902,PTHR18945
XP32,PTHR35022:SF28,PTHR35022
ACTA1,PTHR11937:SF193,PTHR11937
TMEM163,PTHR31937:SF2,PTHR31937
SLC38A10,PTHR22950:SF646,PTHR22950
OTUB2,PTHR12931:SF3,PTHR12931
AGO2,PTHR22891:SF59,PTHR22891
RANBP3L,PTHR23138:SF88,PTHR23138
SSUH2,PTHR15852:SF78,PTHR15852
VSTM2B,PTHR12207:SF27,PTHR12207
RABGGTA,PTHR11129:SF2,PTHR11129
GNL3,PTHR11089:SF11,PTHR11089
EPHX3,PTHR43329:SF10,PTHR43329
TAS2R38,PTHR11394:SF52,PTHR11394
WDCP,PTHR14897:SF5,PTHR14897
SIGLEC11,PTHR12035:SF127,PTHR12035
FAM47C,PTHR47415:SF2,PTHR47415
PKD1L3,PTHR10877:SF136,PTHR10877
SLC5A11,PTHR11819:SF171,PTHR11819
KRT15,PTHR23239:SF164,PTHR23239
TRAV13-1,PTHR19433:SF64,PTHR19433
HLA-DPB1,PTHR19944:SF46,PTHR19944
MUC5B,PTHR11339:SF269,PTHR11339
CRTC3,PTHR13589:SF4,PTHR13589
ACTL7A,PTHR11937:SF167,PTHR11937
MAP7D3,PTHR15073:SF5,PTHR15073
LRRC3C,PTHR24373:SF266,PTHR24373
KLK5,PTHR24271:SF59,PTHR24271
DDX18,PTHR24031:SF634,PTHR24031
CPTP,PTHR10219:SF20,PTHR10219
INTS6,PTHR12957:SF23,PTHR12957
PBK,PTHR43289:SF14,PTHR43289
GPR1,PTHR24229:SF4,PTHR24229
B9D1,PTHR12968:SF1,PTHR12968
ERBB4,PTHR24416:SF90,PTHR24416
WDR12,PTHR19855:SF11,PTHR19855
SDCBP,PTHR12345:SF10,PTHR12345
CEP162,PTHR34031:SF1,PTHR34031
PROKR1,PTHR24241:SF137,PTHR24241
DLX6,PTHR24327:SF26,PTHR24327
GTF2IRD1,PTHR46304:SF1,PTHR46304
CCL13,PTHR12015:SF147,PTHR12015
GHRH,PTHR11213:SF6,PTHR11213
POTEB,PTHR24118:SF65,PTHR24118
KAT8,PTHR10615:SF82,PTHR10615
DCTN1,PTHR18916:SF6,PTHR18916
USP27X,PTHR21646:SF30,PTHR21646
SCN1B,PTHR10546:SF2,PTHR10546
OMP,PTHR15357:SF0,PTHR15357
CCNC,PTHR10026:SF7,PTHR10026
VASH2,PTHR15750:SF4,PTHR15750
ZNF726P1,PTHR24377:SF912,PTHR24377
FAM47B,PTHR47415:SF1,PTHR47415
IFRD2,PTHR12354:SF8,PTHR12354
CR1,PTHR19325:SF545,PTHR19325
SAXO2,PTHR31516:SF6,PTHR31516
GET3,PTHR10803:SF3,PTHR10803
CD1E,PTHR16675:SF146,PTHR16675
SRFBP1,PTHR23325:SF1,PTHR23325
ANKRD18B,PTHR24147:SF59,PTHR24147
TPSG1,PTHR24256:SF487,PTHR24256
SOWAHB,PTHR14491:SF3,PTHR14491
SSBP1,PTHR10302:SF0,PTHR10302
BET1L,PTHR12791:SF37,PTHR12791
FAH,PTHR43069:SF2,PTHR43069
MRPS24,PTHR21244:SF1,PTHR21244
TMEM220,PTHR34262:SF1,PTHR34262
AP3S2,PTHR11753:SF10,PTHR11753
DAZAP2,PTHR31638:SF4,PTHR31638
TRABD,PTHR21530:SF7,PTHR21530
PDK3,PTHR11947:SF21,PTHR11947
FTH1,PTHR11431:SF37,PTHR11431
RWDD4,PTHR21275:SF1,PTHR21275
RTL6,PTHR15503:SF30,PTHR15503
MPHOSPH6,PTHR13582:SF0,PTHR13582
TRBV28,PTHR23268:SF73,PTHR23268
IRF2,PTHR11949:SF22,PTHR11949
ZNF835,PTHR24404:SF83,PTHR24404
PAK1,PTHR48015:SF20,PTHR48015
CHRNA9,PTHR18945:SF489,PTHR18945
ZDHHC5,PTHR12349:SF3,PTHR12349
SLC16A3,PTHR11360:SF27,PTHR11360
STK17B,PTHR24342:SF5,PTHR24342
SLC6A7,PTHR11616:SF231,PTHR11616
DCP1A,PTHR16290:SF4,PTHR16290
DENND11,PTHR31017:SF2,PTHR31017
RAPGEF5,PTHR23113:SF26,PTHR23113
LSM10,PTHR21196:SF1,PTHR21196
PSD2,PTHR10663:SF329,PTHR10663
PIK3C2A,PTHR10048:SF28,PTHR10048
TCAIM,PTHR31596:SF1,PTHR31596
C1orf159,PTHR16247:SF0,PTHR16247
CD19,PTHR16674:SF2,PTHR16674
NNT,PTHR10160:SF22,PTHR10160
OR7A5,PTHR48001:SF177,PTHR48001
ST8SIA1,PTHR11987:SF3,PTHR11987
TBC1D3C,PTHR22957:SF571,PTHR22957
CD80,PTHR25466:SF4,PTHR25466
ACTR1B,PTHR11937:SF195,PTHR11937
TIGD6,PTHR19303:SF52,PTHR19303
CCNT2,PTHR10026:SF43,PTHR10026
CCL28,PTHR17502:SF2,PTHR17502
P3H4,PTHR13986:SF4,PTHR13986
LCN9,PTHR11430:SF28,PTHR11430
PTGDR,PTHR11866:SF14,PTHR11866
FAM229A,PTHR35355:SF1,PTHR35355
PNRC2,PTHR15405:SF6,PTHR15405
KRTAP20-1,PTHR39653:SF4,PTHR39653
RASD1,PTHR46149:SF4,PTHR46149
RAB29,PTHR24073:SF315,PTHR24073
TRAV12-1,PTHR19343:SF18,PTHR19343
IGKV2-28,PTHR23267:SF499,PTHR23267
TIGD7,PTHR19303:SF17,PTHR19303
CNN1,PTHR47385:SF12,PTHR47385
ZNF682,PTHR24384:SF116,PTHR24384
C5orf24,PTHR31894:SF0,PTHR31894
WDR43,PTHR44267:SF1,PTHR44267
DONSON,PTHR12972:SF0,PTHR12972
DNAJC11,PTHR44157:SF1,PTHR44157
PRICKLE1,PTHR24211:SF15,PTHR24211
RUVBL2,PTHR11093:SF2,PTHR11093
SPECC1,PTHR23167:SF3,PTHR23167
ZNF565,PTHR24377:SF70,PTHR24377
MYOM2,PTHR13817:SF22,PTHR13817
ARSF,PTHR42693:SF2,PTHR42693
TGM7,PTHR11590:SF41,PTHR11590
PLCG2,PTHR10336:SF25,PTHR10336
LXN,PTHR28591:SF1,PTHR28591
LIAT1,PTHR36474:SF1,PTHR36474
HEPACAM,PTHR12080:SF59,PTHR12080
DRICH1,PTHR15880:SF0,PTHR15880
MPV17,PTHR11266:SF17,PTHR11266
PRELP,PTHR45712:SF8,PTHR45712
FOXB1,PTHR11829:SF209,PTHR11829
RABL6,PTHR14932:SF1,PTHR14932
S100A6,PTHR11639:SF80,PTHR11639
GSTA5,PTHR11571:SF245,PTHR11571
PLEKHA6,PTHR12752:SF5,PTHR12752
SEC61A1,PTHR10906:SF19,PTHR10906
INO80B,PTHR21561:SF12,PTHR21561
RBPJ,PTHR10665:SF3,PTHR10665
ZNF324B,PTHR24377:SF670,PTHR24377
TLNRD1,PTHR47133:SF1,PTHR47133
ACTBL2,PTHR11937:SF168,PTHR11937
KISS1,PTHR16955:SF6,PTHR16955
BABAM1,PTHR15660:SF1,PTHR15660
GK,PTHR10196:SF56,PTHR10196
MTNR1A,PTHR24228:SF53,PTHR24228
ANKRD65,PTHR24166:SF52,PTHR24166
MRPL34,PTHR14503:SF4,PTHR14503
KLHL10,PTHR24412:SF172,PTHR24412
ATP5IF1,PTHR23407:SF6,PTHR23407
BRD1,PTHR13793:SF17,PTHR13793
GIMAP7,PTHR10903:SF163,PTHR10903
TMEM237,PTHR28388:SF1,PTHR28388
PAK6,PTHR48015:SF19,PTHR48015
SH3BGRL,PTHR12232:SF5,PTHR12232
OR2V2,PTHR26453:SF235,PTHR26453
NEK10,PTHR43671:SF92,PTHR43671
ZNF621,PTHR23226:SF155,PTHR23226
ZNF883,PTHR23226:SF255,PTHR23226
CXCL12,PTHR18837:SF3,PTHR18837
GSKIP,PTHR12490:SF4,PTHR12490
LOC102723971,PTHR11430:SF120,PTHR11430
VANGL1,PTHR20886:SF8,PTHR20886
SLC15A5,PTHR11654:SF91,PTHR11654
LPAR3,PTHR22750:SF21,PTHR22750
SMCP,PTHR35820:SF1,PTHR35820
KAT2B,PTHR45750:SF2,PTHR45750
PHLPP2,PTHR45752:SF10,PTHR45752
C9orf135,PTHR35069:SF1,PTHR35069
C1orf158,PTHR31180:SF2,PTHR31180
ALKBH6,PTHR46030:SF1,PTHR46030
C19orf53,PTHR16967:SF1,PTHR16967
ZNF525,PTHR23226:SF324,PTHR23226
SLC9A1,PTHR10110:SF59,PTHR10110
ZFP42,PTHR14003:SF8,PTHR14003
P3H2,PTHR14049:SF1,PTHR14049
RBM14,PTHR23147:SF53,PTHR23147
AGPAT5,PTHR10983:SF73,PTHR10983
PLXNB3,PTHR22625:SF33,PTHR22625
TTLL6,PTHR12241:SF96,PTHR12241
SEMA6A,PTHR11036:SF12,PTHR11036
AGO3,PTHR22891:SF3,PTHR22891
HAGH,PTHR11935:SF80,PTHR11935
GPR84,PTHR24230:SF59,PTHR24230
PTPN9,PTHR19134:SF285,PTHR19134
IGHV1-45,PTHR23266:SF285,PTHR23266
TRAPPC1,PTHR23249:SF16,PTHR23249
PCDHGA11,PTHR24028:SF84,PTHR24028
ENSA,PTHR10358:SF21,PTHR10358
TLR10,PTHR24365:SF23,PTHR24365
EBF3,PTHR10747:SF4,PTHR10747
SPDYE2,PTHR31156:SF15,PTHR31156
DNAL1,PTHR15454:SF33,PTHR15454
CYP4F2,PTHR24291:SF124,PTHR24291
MARCKSL1,PTHR14353:SF8,PTHR14353
C11orf86,PTHR31831:SF1,PTHR31831
TSPAN2,PTHR19282:SF155,PTHR19282
PDLIM4,PTHR24214:SF6,PTHR24214
TBC1D4,PTHR22957:SF195,PTHR22957
KMO,PTHR46028:SF2,PTHR46028
CCDC88A,PTHR18947:SF30,PTHR18947
DFFB,PTHR13067:SF2,PTHR13067
BATF3,PTHR23351:SF13,PTHR23351
ADAMTS18,PTHR13723:SF167,PTHR13723
HOXA2,PTHR45664:SF3,PTHR45664
AIMP1,PTHR11586:SF33,PTHR11586
PCDHGB4,PTHR24028:SF117,PTHR24028
LONRF1,PTHR23327:SF4,PTHR23327
CRLF2,PTHR23036:SF163,PTHR23036
OR9I1,PTHR48018:SF58,PTHR48018
FAIM2,PTHR23291:SF18,PTHR23291
FKBP14,PTHR46222:SF1,PTHR46222
TPGS1,PTHR31932:SF2,PTHR31932
H2AL1RP,PTHR23430:SF11,PTHR23430
TRAF3IP3,PTHR15715:SF21,PTHR15715
LRIT3,PTHR45842:SF8,PTHR45842
H3-3B,PTHR11426:SF228,PTHR11426
BCL7A,PTHR12767:SF11,PTHR12767
GRM4,PTHR24060:SF23,PTHR24060
ASMT,PTHR11746:SF303,PTHR11746
SPEF1,PTHR12509:SF16,PTHR12509
GP1BB,PTHR22650:SF7,PTHR22650
PDE7B,PTHR11347:SF72,PTHR11347
UTRN,PTHR12268:SF26,PTHR12268
SLC4A8,PTHR11453:SF37,PTHR11453
IGLV5-48,PTHR23267:SF325,PTHR23267
KCNH2,PTHR10217:SF506,PTHR10217
PPP1R8,PTHR23308:SF28,PTHR23308
TESC,PTHR46823:SF2,PTHR46823
CDK18,PTHR24056:SF52,PTHR24056
C1orf94,PTHR35674:SF1,PTHR35674
NPEPL1,PTHR11963:SF4,PTHR11963
DELE1,PTHR45011:SF1,PTHR45011
TPRG1L,PTHR31108:SF7,PTHR31108
PRAG1,PTHR22972:SF3,PTHR22972
RTL5,PTHR15503:SF11,PTHR15503
CBL,PTHR23007:SF5,PTHR23007
DDX10,PTHR24031:SF775,PTHR24031
ALKBH8,PTHR13069:SF21,PTHR13069
TMEM18,PTHR22593:SF2,PTHR22593
H2AB1,PTHR23430:SF23,PTHR23430
SF3B1,PTHR12097:SF0,PTHR12097
R3HDM1,PTHR15672:SF12,PTHR15672
PTP4A1,PTHR23339:SF55,PTHR23339
NEFM,PTHR45652:SF3,PTHR45652
COX15,PTHR23289:SF2,PTHR23289
KDM3A,PTHR12549:SF7,PTHR12549
CCL3L3,PTHR12015:SF151,PTHR12015
IFITM5,PTHR13999:SF10,PTHR13999
HORMAD2,PTHR48225:SF6,PTHR48225
RGPD6,PTHR23138:SF175,PTHR23138
DAO,PTHR11530:SF15,PTHR11530
HLA-F,PTHR16675:SF187,PTHR16675
CHP1,PTHR46002:SF1,PTHR46002
PPP2R2A,PTHR11871:SF2,PTHR11871
GLOD4,PTHR46466:SF1,PTHR46466
CLMN,PTHR47535:SF7,PTHR47535
FADS2,PTHR19353:SF12,PTHR19353
DIABLO,PTHR32247:SF3,PTHR32247
EFR3A,PTHR12444:SF1,PTHR12444
SLC9A6,PTHR10110:SF94,PTHR10110
DNAJB7,PTHR43948:SF4,PTHR43948
KCNJ14,PTHR11767:SF40,PTHR11767
FYN,PTHR24418:SF44,PTHR24418
DENND3,PTHR12296:SF21,PTHR12296
DDX56,PTHR24031:SF96,PTHR24031
HES6,PTHR10985:SF11,PTHR10985
RICTOR,PTHR13298:SF11,PTHR13298
IPO13,PTHR12363:SF33,PTHR12363
TAF4,PTHR15138:SF29,PTHR15138
CABP1,PTHR45917:SF1,PTHR45917
SLC16A9,PTHR11360:SF158,PTHR11360
UFM1,PTHR15825:SF5,PTHR15825
IVNS1ABP,PTHR24412:SF396,PTHR24412
FAM135B,PTHR12482:SF3,PTHR12482
REN,PTHR47966:SF24,PTHR47966
TMPRSS13,PTHR24253:SF55,PTHR24253
DOHH,PTHR12697:SF5,PTHR12697
STN1,PTHR13989:SF33,PTHR13989
MRI1,PTHR43475:SF1,PTHR43475
PSME3IP1,PTHR13495:SF0,PTHR13495
TRBV7-2,PTHR23268:SF108,PTHR23268
FAM177B,PTHR31206:SF9,PTHR31206
H2AZ2,PTHR23430:SF280,PTHR23430
CEP55,PTHR31838:SF1,PTHR31838
RASGRP2,PTHR23113:SF16,PTHR23113
PARD6G,PTHR14102:SF3,PTHR14102
RASGRP3,PTHR23113:SF178,PTHR23113
THEM5,PTHR47362:SF1,PTHR47362
PDPR,PTHR13847:SF193,PTHR13847
UBE2L5,PTHR24068:SF170,PTHR24068
TOMM34,PTHR45984:SF2,PTHR45984
PITPNM2,PTHR10658:SF41,PTHR10658
ZNF48,PTHR24376:SF236,PTHR24376
PEG3,PTHR24381:SF293,PTHR24381
PTRH2,PTHR12649:SF11,PTHR12649
AP1S3,PTHR11753:SF18,PTHR11753
FAM240B,PTHR40387:SF1,PTHR40387
OR1N1,PTHR48001:SF43,PTHR48001
CRPPA,PTHR43015:SF1,PTHR43015
B4GALT2,PTHR19300:SF32,PTHR19300
NDST1,PTHR10605:SF30,PTHR10605
LCLAT1,PTHR10983:SF16,PTHR10983
MYT1L,PTHR48147:SF3,PTHR48147
IAPP,PTHR10505:SF4,PTHR10505
NPAT,PTHR15087:SF14,PTHR15087
KRTCAP3,PTHR31258:SF1,PTHR31258
CIAO2B,PTHR12377:SF0,PTHR12377
MIEF2,PTHR16451:SF11,PTHR16451
GP2,PTHR14002:SF16,PTHR14002
CH25H,PTHR11863:SF213,PTHR11863
MSTN,PTHR11848:SF278,PTHR11848
ADCK2,PTHR45890:SF1,PTHR45890
MAP3K3,PTHR24361:SF656,PTHR24361
CTXND1,PTHR16736:SF5,PTHR16736
LRRC72,PTHR46759:SF1,PTHR46759
CERT1,PTHR10219:SF105,PTHR10219
FNTA,PTHR11129:SF5,PTHR11129
AP4M1,PTHR10529:SF270,PTHR10529
TMTC3,PTHR44395:SF1,PTHR44395
SCAP,PTHR46378:SF1,PTHR46378
APLP1,PTHR23103:SF13,PTHR23103
GOLPH3,PTHR12704:SF3,PTHR12704
FBXO43,PTHR15493:SF1,PTHR15493
NQO2,PTHR10204:SF33,PTHR10204
CAMP,PTHR10206:SF2,PTHR10206
NTN4,PTHR10574:SF282,PTHR10574
NTF4,PTHR11589:SF8,PTHR11589
UPP2,PTHR43691:SF8,PTHR43691
MTR,PTHR45833:SF1,PTHR45833
ACADVL,PTHR43884:SF11,PTHR43884
SPACA3,PTHR11407:SF25,PTHR11407
OR56A3,PTHR26450:SF40,PTHR26450
ARF1,PTHR11711:SF357,PTHR11711
SPOCD1,PTHR11477:SF18,PTHR11477
BZW1,PTHR14208:SF0,PTHR14208
HSD17B7,PTHR44442:SF1,PTHR44442
PDGFRA,PTHR24416:SF52,PTHR24416
NDUFB8,PTHR12840:SF2,PTHR12840
CCL5,PTHR12015:SF170,PTHR12015
LDLRAD3,PTHR24270:SF24,PTHR24270
CST5,PTHR46186:SF1,PTHR46186
C16orf96,PTHR47080:SF1,PTHR47080
LHPP,PTHR19288:SF44,PTHR19288
SMS,PTHR46315:SF2,PTHR46315
QRICH2,PTHR46766:SF1,PTHR46766
CRYZ,PTHR44154:SF1,PTHR44154
FAM222A,PTHR16070:SF2,PTHR16070
TPT1,PTHR11991:SF9,PTHR11991
SERPINB9,PTHR11461:SF350,PTHR11461
CSMD3,PTHR45656:SF9,PTHR45656
TBC1D16,PTHR22957:SF547,PTHR22957
SRPX2,PTHR46343:SF3,PTHR46343
DIP2B,PTHR22754:SF38,PTHR22754
RNF114,PTHR46016:SF3,PTHR46016
ZNF486,PTHR24384:SF95,PTHR24384
NUF2,PTHR21650:SF2,PTHR21650
ERBB2,PTHR24416:SF137,PTHR24416
KRTAP4-8,PTHR23262:SF67,PTHR23262
DUOX2,PTHR11972:SF67,PTHR11972
CUTC,PTHR12598:SF0,PTHR12598
NAB1,PTHR12623:SF9,PTHR12623
NADSYN1,PTHR23090:SF9,PTHR23090
FAM135A,PTHR12482:SF40,PTHR12482
PLA2G10,PTHR11716:SF4,PTHR11716
TAS2R50,PTHR11394:SF43,PTHR11394
VEGFB,PTHR12025:SF12,PTHR12025
NEU2,PTHR10628:SF6,PTHR10628
CORIN,PTHR24270:SF2,PTHR24270
CDKN1C,PTHR10265:SF44,PTHR10265
NOX4,PTHR11972:SF153,PTHR11972
CCDC34,PTHR23247:SF2,PTHR23247
AQP1,PTHR19139:SF161,PTHR19139
FCHSD1,PTHR15735:SF4,PTHR15735
TLE1,PTHR10814:SF29,PTHR10814
PRR13,PTHR36287:SF1,PTHR36287
RNF31,PTHR16004:SF2,PTHR16004
NEPRO,PTHR34761:SF1,PTHR34761
ACTA2,PTHR11937:SF445,PTHR11937
ASIC2,PTHR11690:SF128,PTHR11690
DDN,PTHR16757:SF1,PTHR16757
FAM120A,PTHR15976:SF14,PTHR15976
ITGA6,PTHR23220:SF9,PTHR23220
SPINK1,PTHR21312:SF27,PTHR21312
MAGEC1,PTHR11736:SF17,PTHR11736
POTEB3,PTHR24118:SF65,PTHR24118
GOLGB1,PTHR18887:SF2,PTHR18887
FSTL3,PTHR10913:SF16,PTHR10913
SAMD1,PTHR36292:SF2,PTHR36292
LENG8,PTHR12436:SF4,PTHR12436
PET117,PTHR28163:SF1,PTHR28163
GRPEL1,PTHR21237:SF25,PTHR21237
GGH,PTHR11315:SF20,PTHR11315
FEM1C,PTHR24173:SF14,PTHR24173
ERVK-5,PTHR40389:SF2,PTHR40389
FOXO1,PTHR45767:SF1,PTHR45767
TMEM143,PTHR16095:SF10,PTHR16095
RBM8A,PTHR45894:SF1,PTHR45894
ZNF735,PTHR24384:SF228,PTHR24384
CLEC12A,PTHR46490:SF4,PTHR46490
RAET1E,PTHR16675:SF64,PTHR16675
MTRES1,PTHR13633:SF3,PTHR13633
KIR2DL1,PTHR11738:SF113,PTHR11738
LY75,PTHR22803:SF65,PTHR22803
LYNX1,PTHR16983:SF27,PTHR16983
ENDOU,PTHR12439:SF40,PTHR12439
OR56B4,PTHR26450:SF142,PTHR26450
MKKS,PTHR46787:SF1,PTHR46787
GPRASP2,PTHR46414:SF1,PTHR46414
ZNF157,PTHR24377:SF34,PTHR24377
NPIPB6,PTHR15438:SF4,PTHR15438
MTRNR2L11,PTHR33895:SF16,PTHR33895
FAM71A,PTHR22574:SF15,PTHR22574
CARNMT1,PTHR12303:SF6,PTHR12303
LHX8,PTHR24208:SF117,PTHR24208
B2M,PTHR19944:SF62,PTHR19944
TOMM70,PTHR46208:SF1,PTHR46208
PAX5,PTHR45636:SF20,PTHR45636
LBHD2,PTHR14987:SF3,PTHR14987
DMAP1,PTHR12855:SF10,PTHR12855
NAPG,PTHR13768:SF2,PTHR13768
ZNF853,PTHR23226:SF192,PTHR23226
FAM53A,PTHR28567:SF2,PTHR28567
TRAK1,PTHR15751:SF11,PTHR15751
WFS1,PTHR13098:SF3,PTHR13098
CPSF4,PTHR23102:SF18,PTHR23102
GPBP1,PTHR14339:SF11,PTHR14339
NUP54,PTHR13000:SF0,PTHR13000
HIGD1A,PTHR12297:SF5,PTHR12297
TDRD12,PTHR22655:SF2,PTHR22655
SPICE1,PTHR31167:SF3,PTHR31167
CLEC20A,PTHR45784:SF5,PTHR45784
BEND4,PTHR35082:SF1,PTHR35082
TYSND1,PTHR21004:SF0,PTHR21004
CMSS1,PTHR24030:SF0,PTHR24030
ZKSCAN1,PTHR23226:SF94,PTHR23226
PDIA5,PTHR45672:SF2,PTHR45672
MYOZ3,PTHR15941:SF15,PTHR15941
BTK,PTHR24418:SF92,PTHR24418
CD1C,PTHR16675:SF155,PTHR16675
GATA1,PTHR10071:SF190,PTHR10071
SERHL,PTHR43329:SF81,PTHR43329
TIMP1,PTHR11844:SF20,PTHR11844
DYNC1LI1,PTHR12688:SF2,PTHR12688
DNAJC5,PTHR44027:SF1,PTHR44027
CMC1,PTHR22977:SF5,PTHR22977
IDH1,PTHR11822:SF28,PTHR11822
COPS7B,PTHR15350:SF8,PTHR15350
ACAA1,PTHR43853:SF8,PTHR43853
PAG1,PTHR16322:SF0,PTHR16322
PAPOLB,PTHR10682:SF19,PTHR10682
MAFG,PTHR10129:SF15,PTHR10129
ALS2,PTHR46089:SF3,PTHR46089
TRBV6-7,PTHR23268:SF86,PTHR23268
SLC15A2,PTHR11654:SF603,PTHR11654
EIF5,PTHR23001:SF22,PTHR23001
GPC3,PTHR10822:SF4,PTHR10822
ST3GAL4,PTHR13713:SF57,PTHR13713
UBE2NL,PTHR24068:SF138,PTHR24068
CD72,PTHR15028:SF6,PTHR15028
CFAP157,PTHR31954:SF1,PTHR31954
IRGM,PTHR32341:SF9,PTHR32341
OR10W1,PTHR26452:SF165,PTHR26452
RPL37,PTHR10768:SF22,PTHR10768
PRKD1,PTHR22968:SF9,PTHR22968
INTS1,PTHR21224:SF1,PTHR21224
TRPM2,PTHR13800:SF2,PTHR13800
MTRNR2L3,PTHR33895:SF7,PTHR33895
FRY,PTHR12295:SF29,PTHR12295
SMC1A,PTHR18937:SF170,PTHR18937
SEPTIN6,PTHR18884:SF55,PTHR18884
KIF5A,PTHR24115:SF937,PTHR24115
P2RX4,PTHR10125:SF18,PTHR10125
CDH5,PTHR24027:SF89,PTHR24027
ATP6V0E2,PTHR12263:SF2,PTHR12263
SLC39A2,PTHR11040:SF120,PTHR11040
CD200R1,PTHR21462:SF2,PTHR21462
PTGS2,PTHR11903:SF8,PTHR11903
GGA2,PTHR45905:SF2,PTHR45905
SEMA4B,PTHR11036:SF14,PTHR11036
CDH4,PTHR24027:SF81,PTHR24027
WASF2,PTHR12902:SF6,PTHR12902
CYP26A1,PTHR24286:SF101,PTHR24286
SEC14L6,PTHR23324:SF41,PTHR23324
ECE1,PTHR11733:SF130,PTHR11733
FKBP7,PTHR46222:SF2,PTHR46222
ZBED4,PTHR46481:SF1,PTHR46481
TRIM8,PTHR25465:SF19,PTHR25465
CHRNA2,PTHR18945:SF757,PTHR18945
TRAPPC3,PTHR13048:SF2,PTHR13048
POF1B,PTHR22546:SF0,PTHR22546
METTL1,PTHR23417:SF24,PTHR23417
FLT4,PTHR24416:SF49,PTHR24416
TBC1D23,PTHR13297:SF5,PTHR13297
CTSH,PTHR12411:SF642,PTHR12411
PAEP,PTHR11430:SF117,PTHR11430
IGHV4-39,PTHR23266:SF323,PTHR23266
DEK,PTHR13468:SF1,PTHR13468
NENF,PTHR10281:SF72,PTHR10281
ATP13A2,PTHR45630:SF2,PTHR45630
ITIH1,PTHR10338:SF106,PTHR10338
COL4A1,PTHR24023:SF854,PTHR24023
IL6,PTHR10511:SF3,PTHR10511
GRINA,PTHR23291:SF16,PTHR23291
ZNF532,PTHR47222:SF3,PTHR47222
TXK,PTHR24418:SF247,PTHR24418
TMEM267,PTHR13628:SF1,PTHR13628
ATAD5,PTHR23389:SF21,PTHR23389
RBCK1,PTHR22770:SF35,PTHR22770
ATG7,PTHR10953:SF3,PTHR10953
LCN6,PTHR11430:SF10,PTHR11430
KPTN,PTHR15435:SF2,PTHR15435
HNRNPA2B1,PTHR48026:SF13,PTHR48026
WDR70,PTHR16017:SF0,PTHR16017
FBXO46,PTHR16271:SF10,PTHR16271
PRR20D,PTHR38819:SF1,PTHR38819
DAZ1,PTHR11176:SF8,PTHR11176
TMOD1,PTHR10901:SF8,PTHR10901
HEATR5B,PTHR21663:SF2,PTHR21663
ELL3,PTHR23288:SF18,PTHR23288
PLAC8L1,PTHR15907:SF122,PTHR15907
ACSL6,PTHR43272:SF54,PTHR43272
SOD3,PTHR10003:SF77,PTHR10003
CCNJL,PTHR10177:SF63,PTHR10177
CTBS,PTHR46290:SF1,PTHR46290
GTF2B,PTHR11618:SF77,PTHR11618
WNT10A,PTHR12027:SF89,PTHR12027
NLRP5,PTHR45690:SF7,PTHR45690
HJURP,PTHR15992:SF5,PTHR15992
RADIL,PTHR16027:SF3,PTHR16027
TCF15,PTHR23349:SF4,PTHR23349
ACP3,PTHR11567:SF32,PTHR11567
FAM92A,PTHR21223:SF4,PTHR21223
SERPINA10,PTHR11461:SF191,PTHR11461
DROSHA,PTHR11207:SF0,PTHR11207
SYCP1,PTHR46918:SF1,PTHR46918
C1orf52,PTHR31833:SF2,PTHR31833
PCDH11X,PTHR24028:SF254,PTHR24028
WNT5A,PTHR12027:SF33,PTHR12027
ACSM5,PTHR43605:SF6,PTHR43605
RITA1,PTHR34917:SF1,PTHR34917
MPI,PTHR10309:SF0,PTHR10309
PRSS35,PTHR15462:SF17,PTHR15462
PHC3,PTHR12247:SF88,PTHR12247
SFI1,PTHR22028:SF4,PTHR22028
SMIM1,PTHR38503:SF1,PTHR38503
DCDC2B,PTHR23004:SF10,PTHR23004
ALDH6A1,PTHR43866:SF3,PTHR43866
NXF5,PTHR10662:SF15,PTHR10662
MAP3K2,PTHR24361:SF342,PTHR24361
SLC23A3,PTHR11119:SF57,PTHR11119
CELA2A,PTHR24257:SF24,PTHR24257
S100A12,PTHR11639:SF77,PTHR11639
C19orf44,PTHR22409:SF2,PTHR22409
PRPSAP1,PTHR10210:SF28,PTHR10210
SNRNP40,PTHR44006:SF1,PTHR44006
ITGA11,PTHR23220:SF21,PTHR23220
PEX1,PTHR23077:SF12,PTHR23077
