"","pair","N","Y","gene1","gene2","Ours","HCT116.gi","GM12878.gi","Dede","A549.gi","HT29.gi","OVCAR8.gi","Phoebe","PC9.gi","HeLa.gi","Nicola","A375.gi","Mewo.gi","RPE1.gi","report","sum","cells","half","robust"
"141","TRAPPC6B.TRAPPC6A",3,1,"TRAPPC6B","TRAPPC6A","others","N","N",NA,NA,NA,NA,"Negative","N","Y",NA,NA,NA,NA,"novel",4,"4-6 cell lines","Minor","Conditional"
"142","TRIB2.TRIB1",3,1,"TRIB2","TRIB1","Negative","Y","N",NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",4,"4-6 cell lines","Minor","Conditional"
"143","USP49.USP44",3,1,"USP49","USP44","others","N","N",NA,NA,NA,NA,"Negative","Y","N",NA,NA,NA,NA,"novel",4,"4-6 cell lines","Minor","Conditional"
"144","ARID4B.ARID4A",2,1,"ARID4B","ARID4A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N","N","novel",3,"2-3 cell lines","Minor","Conditional"
"145","CCNI2.CCNI",2,1,"CCNI2","CCNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","N","N","Y","novel",3,"2-3 cell lines","Minor","Conditional"
"146","CDK13.CDK12",2,1,"CDK13","CDK12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","N","N","Y","novel",3,"2-3 cell lines","Minor","Conditional"
"147","DAGLB.DAGLA",2,1,"DAGLB","DAGLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","N","N","Y","novel",3,"2-3 cell lines","Minor","Conditional"
"148","DCP1B.DCP1A",2,1,"DCP1B","DCP1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","N","N","Y","novel",3,"2-3 cell lines","Minor","Conditional"
"149","ELL2.ELL",2,1,"ELL2","ELL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","N","N","Y","novel",3,"2-3 cell lines","Minor","Conditional"
"150","EXOC3L1.EXOC3",2,1,"EXOC3L1","EXOC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N","N","novel",3,"2-3 cell lines","Minor","Conditional"
"151","FKBP5.FKBP4",2,1,"FKBP5","FKBP4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N","N","Reported",3,"2-3 cell lines","Minor","Robust"
"152","GAK.DNAJC6",2,1,"GAK","DNAJC6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N","N","Reported",3,"2-3 cell lines","Minor","Robust"
"153","KMT2B.KMT2A",2,1,"KMT2B","KMT2A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","N","Y","N","novel",3,"2-3 cell lines","Minor","Conditional"
"154","LIMK2.LIMK1",2,1,"LIMK2","LIMK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","N","N","Y","novel",3,"2-3 cell lines","Minor","Conditional"
"155","PEX5L.PEX5",2,1,"PEX5L","PEX5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","N","N","Y","novel",3,"2-3 cell lines","Minor","Conditional"
"156","PSENEN.AC002398.9",2,1,"PSENEN","AC002398.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","N","N","Y","novel",3,"2-3 cell lines","Minor","Conditional"
"157","RPP25L.RPP25",2,1,"RPP25L","RPP25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","N","Y","N","Reported",3,"2-3 cell lines","Minor","Robust"
"158","SCO2.SCO1",2,1,"SCO2","SCO1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N","N","novel",3,"2-3 cell lines","Minor","Conditional"
"159","STXBP6.EXOC1",2,1,"STXBP6","EXOC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","N","N","Y","novel",3,"2-3 cell lines","Minor","Conditional"
"160","TAF5L.TAF5",2,1,"TAF5L","TAF5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","N","N","Y","novel",3,"2-3 cell lines","Minor","Conditional"
"161","TASP1.ASRGL1",2,1,"TASP1","ASRGL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N","N","novel",3,"2-3 cell lines","Minor","Conditional"
"162","USP38.USP35",2,1,"USP38","USP35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","N","N","Y","novel",3,"2-3 cell lines","Minor","Conditional"
"163","USP42.USP36",2,1,"USP42","USP36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","N","N","Y","novel",3,"2-3 cell lines","Minor","Conditional"
"164","XYLT2.XYLT1",2,1,"XYLT2","XYLT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative","N","N","Y","Reported",3,"2-3 cell lines","Minor","Robust"
"165","ADCY6.ADCY5",1,1,"ADCY6","ADCY5",NA,NA,NA,NA,NA,NA,NA,"Negative","N","Y",NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"166","ATP6V0E2.ATP6V0E1",1,1,"ATP6V0E2","ATP6V0E1","Negative","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"167","BMP8B.BMP8A",1,1,"BMP8B","BMP8A",NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"168","BRD3.BRD2",1,1,"BRD3","BRD2",NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","Minor","Robust"
"169","CDH9.CDH6",1,1,"CDH9","CDH6","Negative","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"170","CDK11B.CDK11A",1,1,"CDK11B","CDK11A",NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"171","CDK6.CDK4",1,1,"CDK6","CDK4",NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","Minor","Robust"
"172","CHCHD2.CHCHD10",1,1,"CHCHD2","CHCHD10","Negative","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"173","CHPT1.CEPT1",1,1,"CHPT1","CEPT1",NA,NA,NA,NA,NA,NA,NA,"Negative","N","Y",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","Minor","Robust"
"174","CLCN2.CLCN1",1,1,"CLCN2","CLCN1","Negative","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"175","CUL4B.CUL4A",1,1,"CUL4B","CUL4A",NA,NA,NA,NA,NA,NA,NA,"Negative","N","Y",NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"176","DNAH17.DNAH11",1,1,"DNAH17","DNAH11",NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"177","DYNLL2.DYNLL1",1,1,"DYNLL2","DYNLL1",NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","Minor","Robust"
"178","ELK4.ELK1",1,1,"ELK4","ELK1","Negative","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"179","EP300.CREBBP",1,1,"EP300","CREBBP",NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","Minor","Robust"
"180","GDI2.GDI1",1,1,"GDI2","GDI1",NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","Minor","Robust"
"181","GFPT2.GFPT1",1,1,"GFPT2","GFPT1",NA,NA,NA,NA,NA,NA,NA,"Negative","N","Y",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","Minor","Robust"
"182","GNB2.GNB1",1,1,"GNB2","GNB1","Negative","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"183","H2AFZ.H2AFV",1,1,"H2AFZ","H2AFV",NA,NA,NA,NA,NA,NA,NA,"Negative","N","Y",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","Minor","Robust"
"184","HNRNPLL.HNRNPL",1,1,"HNRNPLL","HNRNPL",NA,NA,NA,NA,NA,NA,NA,"Negative","N","Y",NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"185","HOMER3.HOMER1",1,1,"HOMER3","HOMER1","Negative","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"186","IMPDH2.IMPDH1",1,1,"IMPDH2","IMPDH1",NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","Minor","Robust"
"187","KLKB1.F11",1,1,"KLKB1","F11",NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"188","LMTK2.AATK",1,1,"LMTK2","AATK","Negative","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"189","MBNL2.MBNL1",1,1,"MBNL2","MBNL1","Negative","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reported",2,"2-3 cell lines","Minor","Robust"
"190","ORAI3.ORAI1",1,1,"ORAI3","ORAI1","Negative","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"191","PFN2.PFN1",1,1,"PFN2","PFN1",NA,NA,NA,NA,NA,NA,NA,"Negative","N","Y",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","Minor","Robust"
"192","PLAGL2.PLAG1",1,1,"PLAGL2","PLAG1",NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"193","PLCL2.PLCL1",1,1,"PLCL2","PLCL1",NA,NA,NA,NA,NA,NA,NA,"Negative","N","Y",NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"194","POM121C.POM121",1,1,"POM121C","POM121",NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"195","PRELID3B.PRELID3A",1,1,"PRELID3B","PRELID3A",NA,NA,NA,NA,NA,NA,NA,"Negative","N","Y",NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"196","PRKAR1B.PRKAR1A",1,1,"PRKAR1B","PRKAR1A",NA,NA,NA,NA,NA,NA,NA,"Negative","N","Y",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","Minor","Robust"
"197","PTBP2.PTBP1",1,1,"PTBP2","PTBP1","Negative","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reported",2,"2-3 cell lines","Minor","Robust"
"198","RBBP7.RBBP4",1,1,"RBBP7","RBBP4",NA,NA,NA,NA,NA,NA,NA,"Negative","N","Y",NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"199","RPRML.RPRM",1,1,"RPRML","RPRM",NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"200","SEC24D.SEC24C",1,1,"SEC24D","SEC24C",NA,NA,NA,NA,NA,NA,NA,"Negative","N","Y",NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"201","SLC20A2.SLC20A1",1,1,"SLC20A2","SLC20A1",NA,NA,NA,NA,NA,NA,NA,"Negative","N","Y",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","Minor","Robust"
"202","STAG2.STAG1",1,1,"STAG2","STAG1",NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","Minor","Robust"
"203","SYNCRIP.HNRNPR",1,1,"SYNCRIP","HNRNPR",NA,NA,NA,NA,NA,NA,NA,"Negative","N","Y",NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"204","TCF7L2.TCF7",1,1,"TCF7L2","TCF7","Negative","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"205","TIMM17B.TIMM17A",1,1,"TIMM17B","TIMM17A",NA,NA,NA,NA,NA,NA,NA,"Negative","N","Y",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","Minor","Robust"
"206","TRIM16L.TRIM16",1,1,"TRIM16L","TRIM16",NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"207","TRIM63.TRIM54",1,1,"TRIM63","TRIM54",NA,NA,NA,NA,NA,NA,NA,"Negative","Y","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"208","USP6.USP32",1,1,"USP6","USP32",NA,NA,NA,NA,NA,NA,NA,"Negative","N","Y",NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"209","UTY.KDM6B",1,1,"UTY","KDM6B","Negative","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","Minor","Conditional"
"210","ZFP36L2.ZFP36L1",1,1,"ZFP36L2","ZFP36L1","Negative","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reported",2,"2-3 cell lines","Minor","Robust"
"211","GOLPH3L.GOLPH3",10,0,"GOLPH3L","GOLPH3","others","N","N","others","N","N","N","others","N","N","others","N","N","N","novel",10,">=7 cell lines","",""
"212","SBF2.SBF1",10,0,"SBF2","SBF1","others","N","N","others","N","N","N","others","N","N","others","N","N","N","novel",10,">=7 cell lines","",""
"213","ABL2.ABL1",8,0,"ABL2","ABL1",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"214","ARFIP2.ARFIP1",8,0,"ARFIP2","ARFIP1",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"215","BICD2.BICD1",8,0,"BICD2","BICD1",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"216","EZH2.EZH1",8,0,"EZH2","EZH1",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"217","GIT2.GIT1",8,0,"GIT2","GIT1",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"218","IKBKB.CHUK",8,0,"IKBKB","CHUK",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"219","ITSN2.ITSN1",8,0,"ITSN2","ITSN1",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"220","LATS2.LATS1",8,0,"LATS2","LATS1","others","N","N","others","N","N","N",NA,NA,NA,"others","N","N","N","novel",8,">=7 cell lines","",""
"221","NBEA.LRBA",8,0,"NBEA","LRBA",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"222","NET1.ARHGEF3",8,0,"NET1","ARHGEF3",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"223","NUMBL.NUMB",8,0,"NUMBL","NUMB",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"224","PACS2.PACS1",8,0,"PACS2","PACS1",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"225","PSEN2.PSEN1",8,0,"PSEN2","PSEN1",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","Reported",8,">=7 cell lines","",""
"226","RANBP9.RANBP10",8,0,"RANBP9","RANBP10",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"227","RIC8B.RIC8A",8,0,"RIC8B","RIC8A","others","N","N","others","N","N","N",NA,NA,NA,"others","N","N","N","novel",8,">=7 cell lines","",""
"228","RNF2.RING1",8,0,"RNF2","RING1",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"229","SEC23IP.DDHD2",8,0,"SEC23IP","DDHD2","others","N","N","others","N","N","N",NA,NA,NA,"others","N","N","N","novel",8,">=7 cell lines","",""
"230","SIKE1.FGFR1OP2",8,0,"SIKE1","FGFR1OP2","others","N","N","others","N","N","N",NA,NA,NA,"others","N","N","N","novel",8,">=7 cell lines","",""
"231","SMARCC2.SMARCC1",8,0,"SMARCC2","SMARCC1",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"232","SPAG9.MAPK8IP3",8,0,"SPAG9","MAPK8IP3",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"233","SS18L1.SS18",8,0,"SS18L1","SS18","others","N","N","others","N","N","N",NA,NA,NA,"others","N","N","N","novel",8,">=7 cell lines","",""
"234","TNPO2.TNPO1",8,0,"TNPO2","TNPO1",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"235","TOB2.TOB1",8,0,"TOB2","TOB1",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"236","ULK2.ULK1",8,0,"ULK2","ULK1",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"237","UNC119B.UNC119",8,0,"UNC119B","UNC119",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"238","YIPF2.YIPF1",8,0,"YIPF2","YIPF1","others","N","N","others","N","N","N",NA,NA,NA,"others","N","N","N","novel",8,">=7 cell lines","",""
"239","ZMIZ2.ZMIZ1",8,0,"ZMIZ2","ZMIZ1",NA,NA,NA,"others","N","N","N","others","N","N","others","N","N","N","novel",8,">=7 cell lines","",""
"240","ADIPOR2.ADIPOR1",7,0,"ADIPOR2","ADIPOR1","others","N","N",NA,NA,NA,NA,"others","N","N","others","N","N","N","novel",7,">=7 cell lines","",""
"241","ARHGAP5.ARHGAP35",7,0,"ARHGAP5","ARHGAP35","others","N","N",NA,NA,NA,NA,"others","N","N","others","N","N","N","novel",7,">=7 cell lines","",""
"242","CRY2.CRY1",7,0,"CRY2","CRY1","others","N","N","others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",7,">=7 cell lines","",""
"243","DDI2.DDI1",7,0,"DDI2","DDI1","others","N","N",NA,NA,NA,NA,"others","N","N","others","N","N","N","novel",7,">=7 cell lines","",""
"244","DEGS2.DEGS1",7,0,"DEGS2","DEGS1","others","N","N",NA,NA,NA,NA,"others","N","N","others","N","N","N","novel",7,">=7 cell lines","",""
"245","ENTPD7.ENTPD4",7,0,"ENTPD7","ENTPD4","others","N","N","others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",7,">=7 cell lines","",""
"246","ERC2.ERC1",7,0,"ERC2","ERC1","others","N","N",NA,NA,NA,NA,"others","N","N","others","N","N","N","novel",7,">=7 cell lines","",""
"247","EVI5L.EVI5",7,0,"EVI5L","EVI5","others","N","N","others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",7,">=7 cell lines","",""
"248","GXYLT2.GXYLT1",7,0,"GXYLT2","GXYLT1","others","N","N",NA,NA,NA,NA,"others","N","N","others","N","N","N","novel",7,">=7 cell lines","",""
"249","GYS2.GYS1",7,0,"GYS2","GYS1","others","N","N",NA,NA,NA,NA,"others","N","N","others","N","N","N","novel",7,">=7 cell lines","",""
"250","LIN28B.LIN28A",7,0,"LIN28B","LIN28A","others","N","N",NA,NA,NA,NA,"others","N","N","others","N","N","N","novel",7,">=7 cell lines","",""
"251","NR2C2.NR2C1",7,0,"NR2C2","NR2C1","others","N","N","others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",7,">=7 cell lines","",""
"252","PAFAH1B3.PAFAH1B2",7,0,"PAFAH1B3","PAFAH1B2","others","N","N","others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",7,">=7 cell lines","",""
"253","PRPSAP2.PRPSAP1",7,0,"PRPSAP2","PRPSAP1","others","N","N","others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",7,">=7 cell lines","",""
"254","RBPMS2.RBPMS",7,0,"RBPMS2","RBPMS","others","N","N",NA,NA,NA,NA,"others","N","N","others","N","N","N","novel",7,">=7 cell lines","",""
"255","RCBTB2.RCBTB1",7,0,"RCBTB2","RCBTB1","others","N","N","others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",7,">=7 cell lines","",""
"256","RHBDF2.RHBDF1",7,0,"RHBDF2","RHBDF1","others","N","N",NA,NA,NA,NA,"others","N","N","others","N","N","N","novel",7,">=7 cell lines","",""
"257","RHOT2.RHOT1",7,0,"RHOT2","RHOT1","others","N","N",NA,NA,NA,NA,"others","N","N","others","N","N","N","novel",7,">=7 cell lines","",""
"258","RNF44.RNF38",7,0,"RNF44","RNF38","others","N","N","others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",7,">=7 cell lines","",""
"259","SAP30L.SAP30",7,0,"SAP30L","SAP30","others","N","N","others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",7,">=7 cell lines","",""
"260","SLC41A2.SLC41A1",7,0,"SLC41A2","SLC41A1","others","N","N","others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",7,">=7 cell lines","",""
"261","SMURF2.SMURF1",7,0,"SMURF2","SMURF1","others","N","N","others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",7,">=7 cell lines","",""
"262","SPRED2.SPRED1",7,0,"SPRED2","SPRED1","others","N","N","others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",7,">=7 cell lines","",""
"263","SPTAN1.SPTA1",7,0,"SPTAN1","SPTA1","others","N","N",NA,NA,NA,NA,"others","N","N","others","N","N","N","novel",7,">=7 cell lines","",""
"264","SPTLC3.SPTLC2",7,0,"SPTLC3","SPTLC2","others","N","N",NA,NA,NA,NA,"others","N","N","others","N","N","N","novel",7,">=7 cell lines","",""
"265","TANC2.TANC1",7,0,"TANC2","TANC1","others","N","N",NA,NA,NA,NA,"others","N","N","others","N","N","N","novel",7,">=7 cell lines","",""
"266","THOP1.NLN",7,0,"THOP1","NLN","others","N","N","others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",7,">=7 cell lines","",""
"267","TLN2.TLN1",7,0,"TLN2","TLN1","others","N","N",NA,NA,NA,NA,"others","N","N","others","N","N","N","novel",7,">=7 cell lines","",""
"268","TMEM39B.TMEM39A",7,0,"TMEM39B","TMEM39A","others","N","N","others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",7,">=7 cell lines","",""
"269","ATAD2B.ATAD2",6,0,"ATAD2B","ATAD2",NA,NA,NA,"others","N","N","N",NA,NA,NA,"others","N","N","N","novel",6,"4-6 cell lines","",""
"270","DUSP8.DUSP16",6,0,"DUSP8","DUSP16",NA,NA,NA,"others","N","N","N",NA,NA,NA,"others","N","N","N","novel",6,"4-6 cell lines","",""
"271","FLOT2.FLOT1",6,0,"FLOT2","FLOT1",NA,NA,NA,"others","N","N","N",NA,NA,NA,"others","N","N","N","novel",6,"4-6 cell lines","",""
"272","HMG20B.HMG20A",6,0,"HMG20B","HMG20A",NA,NA,NA,"others","N","N","N",NA,NA,NA,"others","N","N","N","novel",6,"4-6 cell lines","",""
"273","KAT6B.KAT6A",6,0,"KAT6B","KAT6A",NA,NA,NA,"others","N","N","N",NA,NA,NA,"others","N","N","N","novel",6,"4-6 cell lines","",""
"274","LSM14B.LSM14A",6,0,"LSM14B","LSM14A",NA,NA,NA,"others","N","N","N",NA,NA,NA,"others","N","N","N","novel",6,"4-6 cell lines","",""
"275","PHLPP2.PHLPP1",6,0,"PHLPP2","PHLPP1",NA,NA,NA,"others","N","N","N",NA,NA,NA,"others","N","N","N","novel",6,"4-6 cell lines","",""
"276","RC3H2.RC3H1",6,0,"RC3H2","RC3H1",NA,NA,NA,"others","N","N","N",NA,NA,NA,"others","N","N","N","novel",6,"4-6 cell lines","",""
"277","SMAP2.SMAP1",6,0,"SMAP2","SMAP1",NA,NA,NA,"others","N","N","N",NA,NA,NA,"others","N","N","N","novel",6,"4-6 cell lines","",""
"278","SOCS5.SOCS4",6,0,"SOCS5","SOCS4",NA,NA,NA,"others","N","N","N",NA,NA,NA,"others","N","N","N","novel",6,"4-6 cell lines","",""
"279","SUCLG2.SUCLA2",6,0,"SUCLG2","SUCLA2",NA,NA,NA,"others","N","N","N",NA,NA,NA,"others","N","N","N","novel",6,"4-6 cell lines","",""
"280","TRAK2.TRAK1",6,0,"TRAK2","TRAK1",NA,NA,NA,"others","N","N","N",NA,NA,NA,"others","N","N","N","novel",6,"4-6 cell lines","",""
"281","UBAP2L.UBAP2",6,0,"UBAP2L","UBAP2",NA,NA,NA,"others","N","N","N",NA,NA,NA,"others","N","N","N","novel",6,"4-6 cell lines","",""
"282","UBE2V2.UBE2V1",6,0,"UBE2V2","UBE2V1",NA,NA,NA,"others","N","N","N",NA,NA,NA,"others","N","N","N","novel",6,"4-6 cell lines","",""
"283","ABHD5.ABHD4",5,0,"ABHD5","ABHD4",NA,NA,NA,"others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",5,"4-6 cell lines","",""
"284","ACVR2B.ACVR2A",5,0,"ACVR2B","ACVR2A",NA,NA,NA,"others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",5,"4-6 cell lines","",""
"285","ADAP2.ADAP1",5,0,"ADAP2","ADAP1",NA,NA,NA,NA,NA,NA,NA,"others","N","N","others","N","N","N","novel",5,"4-6 cell lines","",""
"286","ADSSL1.ADSS",5,0,"ADSSL1","ADSS",NA,NA,NA,NA,NA,NA,NA,"others","N","N","others","N","N","N","Reported",5,"4-6 cell lines","",""
"287","AK4.AK3",5,0,"AK4","AK3",NA,NA,NA,NA,NA,NA,NA,"others","N","N","others","N","N","N","novel",5,"4-6 cell lines","",""
"288","ALG10B.ALG10",5,0,"ALG10B","ALG10",NA,NA,NA,"others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",5,"4-6 cell lines","",""
"289","ANKRD13D.ANKRD13A",5,0,"ANKRD13D","ANKRD13A","others","N","N","others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",5,"4-6 cell lines","",""
"290","AP3M2.AP3M1",5,0,"AP3M2","AP3M1",NA,NA,NA,"others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",5,"4-6 cell lines","",""
"291","AP3S2.AP3S1",5,0,"AP3S2","AP3S1",NA,NA,NA,"others","N","N","N","others","N","N",NA,NA,NA,NA,"novel",5,"4-6 cell lines","",""
"292","APH1B.APH1A",5,0,"APH1B","APH1A",NA,NA,NA,NA,NA,NA,NA,"others","N","N","others","N","N","N","novel",5,"4-6 cell lines","",""
