A1CF	ENSGALG00000003765
ATP6V1B2	ENSGALG00000033663
ATP6V1C1	ENSGALG00000034099
ATP6V1C2	ENSGALG00000016446
ATP6V1D	ENSGALG00000009570
ATP6V1G1	ENSGALG00000007190
ATP6V1G3	ENSGALG00000002207
ATP6V1H	ENSGALG00000013621
ATP7A	ENSGALG00000007902
ATP7B	ENSGALG00000017021
ATP8A1	ENSGALG00000014236
ATP8A2	ENSGALG00000017106
ATP8B3	ENSGALG00000001084
ATP9A	ENSGALG00000007912
ATPAF1	ENSGALG00000010444
ATPAF2	ENSGALG00000004926
ATPSCKMT	ENSGALG00000013043
ATR	ENSGALG00000002663
ATRIP	ENSGALG00000004670
ATRN	ENSGALG00000016034
ATRNL1	ENSGALG00000009152
ATRX	ENSGALG00000007843
ATXN10	ENSGALG00000014234
ATXN1	ENSGALG00000012709
ATXN1L	ENSGALG00000028253
ATXN2	ENSGALG00000004625
ATXN7	ENSGALG00000007302
ATXN7L1	ENSGALG00000008115
ATXN7L3	ENSGALG00000030899
AUH	ENSGALG00000021843
AUP1	ENSGALG00000030148
AURKA	ENSGALG00000007768
AURKAIP1	ENSGALG00000001555
AUTS2	ENSGALG00000001153
AVEN	ENSGALG00000009642
AVL9	ENSGALG00000041568
AVP	ENSGALG00000014117
AVPR1B	ENSGALG00000000788
AXDND1	ENSGALG00000004173
AXIN1	ENSGALG00000029402
AXIN2	ENSGALG00000039200
AZI2	ENSGALG00000011428
AZIN2	ENSGALG00000003614
B2M	ENSGALG00000002160
B3GALNT1	ENSGALG00000054759
B3GALNT2	ENSGALG00000013952
B3GALT1	ENSGALG00000010931
B3GALT2	ENSGALG00000051274
B3GALT5	ENSGALG00000016128
B3GALT6	ENSGALG00000001859
B3GAT1	ENSGALG00000001611
B3GAT2	ENSGALG00000031590
B3GLCT	ENSGALG00000017076
B3GNT2	ENSGALG00000008930
B3GNT5	ENSGALG00000032526
B3GNT7	ENSGALG00000007701
B3GNT9	ENSGALG00000021345
B3GNTL1	ENSGALG00000001433
B4GALNT3	ENSGALG00000012988
B4GALT1	ENSGALG00000002022
B4GALT2	ENSGALG00000010094
B4GALT3	ENSGALG00000030605
B4GALT4	ENSGALG00000015069
B4GALT5	ENSGALG00000008056
B4GALT6	ENSGALG00000015151
B4GALT7	ENSGALG00000032145
B9D1	ENSGALG00000005096
BAALC	ENSGALG00000051919
BABAM1	ENSGALG00000038189
BABAM2	ENSGALG00000010039
BACE1	ENSGALG00000007298
BACE2	ENSGALG00000034932
BACH1	ENSGALG00000015828
BACH2	ENSGALG00000015605
BAG1	ENSGALG00000013157
BAG2	ENSGALG00000026605
BAG3	ENSGALG00000009433
BAG4	ENSGALG00000003254
BAG5	ENSGALG00000031062
BAHD1	ENSGALG00000033675
BAIAP2	ENSGALG00000042538
BAIAP2L1	ENSGALG00000003548
BAIAP2L2	ENSGALG00000012285
BAK1	ENSGALG00000031493
BAMBI	ENSGALG00000040993
BANF1	ENSGALG00000031723
BANK1	ENSGALG00000012292
BANP	ENSGALG00000005872
BAP1	ENSGALG00000004366
BARD1	ENSGALG00000003484
BARHL1	ENSGALG00000043217
BARHL2	ENSGALG00000040069
BARX1	ENSGALG00000035557
BASP1	ENSGALG00000012952
BATF	ENSGALG00000010323
BAZ1A	ENSGALG00000010030
BAZ2B	ENSGALG00000012579
BBLN	ENSGALG00000004783
BBOX1	ENSGALG00000013297
BBS2	ENSGALG00000042415
BBS4	ENSGALG00000001798
BBS5	ENSGALG00000009846
BBS7	ENSGALG00000011880
BBS9	ENSGALG00000031650
BBX	ENSGALG00000015353
BCAP29	ENSGALG00000008009
BCAP31	ENSGALG00000035236
BCAR1	ENSGALG00000042895
BCAS1	ENSGALG00000007796
BCAS2	ENSGALG00000002002
BCAS3	ENSGALG00000005295
BCAT1	ENSGALG00000013177
BCCIP	ENSGALG00000006617
BCDIN3D	ENSGALG00000043400
BCHE	ENSGALG00000034860
BCKDHA	ENSGALG00000042246
BCKDHB	ENSGALG00000040702
BCL10	ENSGALG00000028935
BCL11B	ENSGALG00000031862
BCL2A1	ENSGALG00000006511
BCL2	ENSGALG00000012885
BCL2L13	ENSGALG00000013037
BCL2L14	ENSGALG00000011544
BCL2L1	ENSGALG00000006211
BCL6	ENSGALG00000007357
BCL7A	ENSGALG00000004379
BCL9	ENSGALG00000037655
BCL9L	ENSGALG00000007685
BCLAF1	ENSGALG00000013935
BCLAF3	ENSGALG00000016418
BCO1	ENSGALG00000005408
BCO2	ENSGALG00000007868
BCOR	ENSGALG00000016245
BCORL1	ENSGALG00000003976
BCR	ENSGALG00000006695
BCS1L	ENSGALG00000011386
BDH1	ENSGALG00000006947
BDH2	ENSGALG00000012338
BDKRB1	ENSGALG00000020386
BDKRB2	ENSGALG00000011080
BDNF	ENSGALG00000012163
BDP1	ENSGALG00000002439
BEAN1	ENSGALG00000005266
BECN1	ENSGALG00000002973
BEGAIN	ENSGALG00000011236
BEND2	ENSGALG00000016541
BEND3	ENSGALG00000015314
BEND4	ENSGALG00000014242
BEND6	ENSGALG00000016283
BEND7	ENSGALG00000006682
BEST1	ENSGALG00000007217
BEST3	ENSGALG00000010029
BET1	ENSGALG00000024485
BET1L	ENSGALG00000004172
BFAR	ENSGALG00000003111
BFSP1	ENSGALG00000008735
BFSP2	ENSGALG00000034585
BGLAP	ENSGALG00000029494
BHLHA15	ENSGALG00000031306
BHLHE22	ENSGALG00000040249
BHLHE23	ENSGALG00000005718
BHLHE40	ENSGALG00000008308
BHLHE41	ENSGALG00000048539
BHMT	ENSGALG00000004518
BICC1	ENSGALG00000036095
BICD1	ENSGALG00000012934
BICD2	ENSGALG00000005249
BICDL1	ENSGALG00000007319
BICRAL	ENSGALG00000009911
BID	ENSGALG00000013039
BIN1	ENSGALG00000011541
BIRC5	ENSGALG00000008713
BIRC6	ENSGALG00000010541
BIVM	ENSGALG00000016861
BLCAP	ENSGALG00000027126
BLK	ENSGALG00000016661
BLM	ENSGALG00000008256
BLMH	ENSGALG00000004259
BLNK	ENSGALG00000006973
BLOC1S2	ENSGALG00000005794
BLOC1S4	ENSGALG00000013591
BLOC1S5	ENSGALG00000012782
BLVRA	ENSGALG00000031786
BLZF1	ENSGALG00000015225
BMERB1	ENSGALG00000006456
BMF	ENSGALG00000014537
BMI1	ENSGALG00000041267
BMP10	ENSGALG00000000120
BMP15	ENSGALG00000004742
BMP2	ENSGALG00000029301
BMP2K	ENSGALG00000010885
BMP3	ENSGALG00000035052
BMP4	ENSGALG00000012429
BMP5	ENSGALG00000016293
BMP6	ENSGALG00000012787
BMP7	ENSGALG00000007668
BMP8B	ENSGALG00000038984
BMPER	ENSGALG00000029811
BMPR1A	ENSGALG00000002003
BMPR1B	ENSGALG00000012216
BMPR2	ENSGALG00000008459
BMS1	ENSGALG00000002624
BMT2	ENSGALG00000009440
BMX	ENSGALG00000016557
BNC1	ENSGALG00000006041
BNC2	ENSGALG00000015101
BNIP1	ENSGALG00000002882
BNIP2	ENSGALG00000003788
BNIP3	ENSGALG00000010476
BNIP3L	ENSGALG00000043405
BOC	ENSGALG00000015152
BOD1L1	ENSGALG00000026470
BOK	ENSGALG00000005772
BOP1	ENSGALG00000053353
BORA	ENSGALG00000016931
BORCS5	ENSGALG00000040393
BORCS7	ENSGALG00000008124
BORCS8	ENSGALG00000014581
BPGM	ENSGALG00000013069
BPI	ENSGALG00000006756
BPIFB2	ENSGALG00000006666
BPIFB3	ENSGALG00000020982
BPIFC	ENSGALG00000039479
BPNT1	ENSGALG00000009576
BRAF	ENSGALG00000012865
BRAP	ENSGALG00000004650
BRAT1	ENSGALG00000004348
BRCA1	ENSGALG00000002781
BRCA2	ENSGALG00000017073
BRCC3	ENSGALG00000005383
BRD2	ENSGALG00000000156
BRD3	ENSGALG00000002682
BRD7	ENSGALG00000003786
BRD8	ENSGALG00000037646
BRDT	ENSGALG00000006031
BRF1	ENSGALG00000011705
BRF2	ENSGALG00000003124
BRI3BP	ENSGALG00000002913
BRINP1	ENSGALG00000006997
BRINP2	ENSGALG00000004448
BRIP1	ENSGALG00000005279
BRIX1	ENSGALG00000003373
BRMS1L	ENSGALG00000010093
BROX	ENSGALG00000009413
BRPF1	ENSGALG00000033529
BRPF3	ENSGALG00000000776
BRS3	ENSGALG00000006406
BRSK2	ENSGALG00000006681
BRWD1	ENSGALG00000016065
BRWD3	ENSGALG00000007151
BSDC1	ENSGALG00000003405
BSG	ENSGALG00000001328
BSN	ENSGALG00000001849
BSPRY	ENSGALG00000008861
BST1	ENSGALG00000014509
BSX	ENSGALG00000006515
BTAF1	ENSGALG00000030598
BTBD10	ENSGALG00000005369
BTBD17	ENSGALG00000023359
BTBD19	ENSGALG00000028978
BTBD1	ENSGALG00000006020
BTBD2	ENSGALG00000001019
BTBD3	ENSGALG00000009028
BTBD9	ENSGALG00000010131
BTC	ENSGALG00000028608
BTD	ENSGALG00000011216
BTF3	ENSGALG00000013512
BTF3L4	ENSGALG00000010570
BTG1	ENSGALG00000011276
BTG2	ENSGALG00000052763
BTG4	ENSGALG00000007618
BTK	ENSGALG00000004958
BTN1A1	ENSGALG00000000589
BTRC	ENSGALG00000007820
BUB1B	ENSGALG00000036892
BUB1	ENSGALG00000008233
BUB3	ENSGALG00000009681
BUD13	ENSGALG00000025882
BUD23	ENSGALG00000037510
BUD31	ENSGALG00000004705
BVES	ENSGALG00000015410
BYSL	ENSGALG00000003467
BZW1	ENSGALG00000008220
BZW2	ENSGALG00000010809
C10orf71	ENSGALG00000027353
C10orf88	ENSGALG00000000011
C11orf16	ENSGALG00000044914
C11orf1	ENSGALG00000007950
C11orf49	ENSGALG00000008255
C11orf52	ENSGALG00000032467
C11orf54	ENSGALG00000017219
C11orf58	ENSGALG00000006077
C11orf87	ENSGALG00000017155
C11orf91	ENSGALG00000044645
C11orf96	ENSGALG00000042103
C12orf29	ENSGALG00000011168
C12orf4	ENSGALG00000017289
C12orf50	ENSGALG00000045093
C12orf57	ENSGALG00000014555
C12orf73	ENSGALG00000030933
C14orf39	ENSGALG00000036504
C15orf61	ENSGALG00000028141
C15orf62	ENSGALG00000040929
C16orf72	ENSGALG00000007291
C16orf87	ENSGALG00000017363
C16orf89	ENSGALG00000049514
C17orf58	ENSGALG00000003590
C17orf67	ENSGALG00000024428
C17orf75	ENSGALG00000003434
C18orf21	ENSGALG00000013131
C18orf63	ENSGALG00000044510
C19orf44	ENSGALG00000021883
C1D	ENSGALG00000008765
C1GALT1C1	ENSGALG00000008513
C1GALT1	ENSGALG00000009752
C1orf109	ENSGALG00000045165
C1orf112	ENSGALG00000032743
C1orf116	ENSGALG00000001091
C1orf131	ENSGALG00000044278
C1orf146	ENSGALG00000023490
C1orf158	ENSGALG00000004102
C1orf159	ENSGALG00000027363
C1orf174	ENSGALG00000000975
C1orf198	ENSGALG00000026600
C1orf216	ENSGALG00000051443
C1orf21	ENSGALG00000020922
C1orf43	ENSGALG00000034258
C1orf50	ENSGALG00000004800
C1orf52	ENSGALG00000008670
C1orf94	ENSGALG00000045736
C1QA	ENSGALG00000021569
C1QB	ENSGALG00000004771
C1QBP	ENSGALG00000001654
C1QC	ENSGALG00000029669
C1QL1	ENSGALG00000028031
C1QL2	ENSGALG00000040992
C1QL3	ENSGALG00000032554
C1QTNF12	ENSGALG00000001857
C1QTNF2	ENSGALG00000027232
C1QTNF3	ENSGALG00000027887
C1QTNF4	ENSGALG00000008080
C1QTNF5	ENSGALG00000006758
C1QTNF6	ENSGALG00000047483
C1QTNF7	ENSGALG00000014515
C1QTNF8	ENSGALG00000005253
C1R	ENSGALG00000014659
C1S	ENSGALG00000014603
C20orf85	ENSGALG00000027484
C20orf96	ENSGALG00000006203
C21orf62	ENSGALG00000040059
C21orf91	ENSGALG00000028290
C22orf23	ENSGALG00000012293
C22orf39	ENSGALG00000044654
C2CD2	ENSGALG00000016148
C2CD2L	ENSGALG00000034014
C2CD3	ENSGALG00000017314
C2CD4C	ENSGALG00000001273
C2CD5	ENSGALG00000013210
C2orf42	ENSGALG00000013881
C2orf49	ENSGALG00000016796
C2orf69	ENSGALG00000008136
C2orf76	ENSGALG00000012113
C3AR1	ENSGALG00000013218
C3orf14	ENSGALG00000048873
C3orf18	ENSGALG00000002240
C3orf33	ENSGALG00000026293
C3orf38	ENSGALG00000015402
C3orf70	ENSGALG00000050049
C4orf19	ENSGALG00000027885
C4orf33	ENSGALG00000010108
C4orf46	ENSGALG00000052557
C4orf47	ENSGALG00000013287
C4orf48	ENSGALG00000024486
C5	ENSGALG00000001565
C5orf15	ENSGALG00000006506
C5orf22	ENSGALG00000012909
C5orf24	ENSGALG00000006371
C5orf34	ENSGALG00000014865
C5orf49	ENSGALG00000027654
C5orf51	ENSGALG00000033098
C6	ENSGALG00000014840
C6orf120	ENSGALG00000011193
C6orf132	ENSGALG00000028570
C6orf163	ENSGALG00000028653
C6orf62	ENSGALG00000013628
C6orf89	ENSGALG00000000551
C7	ENSGALG00000014835
C7orf25	ENSGALG00000040161
C7orf26	ENSGALG00000034380
C7orf31	ENSGALG00000011021
C7orf50	ENSGALG00000004055
C7orf57	ENSGALG00000047701
C8A	ENSGALG00000010850
C8B	ENSGALG00000010853
C8orf37	ENSGALG00000038971
C9orf152	ENSGALG00000023454
C9orf64	ENSGALG00000012589
C9orf72	ENSGALG00000001864
C9orf78	ENSGALG00000004152
C9orf85	ENSGALG00000026001
CA10	ENSGALG00000002993
CA12	ENSGALG00000003456
CA2	ENSGALG00000030781
CA4	ENSGALG00000005360
CA5B	ENSGALG00000005855
CA6	ENSGALG00000002390
CA8	ENSGALG00000039145
CA9	ENSGALG00000021340
CAAP1	ENSGALG00000001765
CAB39	ENSGALG00000027262
CAB39L	ENSGALG00000017005
CABCOCO1	ENSGALG00000003013
CABIN1	ENSGALG00000006363
CABLES1	ENSGALG00000014998
CABLES2	ENSGALG00000005345
CABP2	ENSGALG00000037497
CABP7	ENSGALG00000040463
CACFD1	ENSGALG00000034132
CACHD1	ENSGALG00000011024
CACNA1B	ENSGALG00000008456
CACNA1C	ENSGALG00000013022
CACNA1D	ENSGALG00000005332
CACNA1E	ENSGALG00000003833
CACNA1G	ENSGALG00000007623
CACNA1H	ENSGALG00000005215
CACNA2D1	ENSGALG00000008486
CACNA2D3	ENSGALG00000005400
CACNA2D4	ENSGALG00000013007
CACNB1	ENSGALG00000025788
CACNB2	ENSGALG00000008591
CACNB4	ENSGALG00000035466
CACNG1	ENSGALG00000027771
CACNG2	ENSGALG00000031977
CACNG3	ENSGALG00000038087
CACNG4	ENSGALG00000026091
CACNG5	ENSGALG00000003911
CACTIN	ENSGALG00000024391
CACUL1	ENSGALG00000009314
CACYBP	ENSGALG00000004554
CADM1	ENSGALG00000014582
CADM2	ENSGALG00000043393
CADPS2	ENSGALG00000008926
CADPS	ENSGALG00000007268
CALB1	ENSGALG00000032282
CALB2	ENSGALG00000026903
CALCB	ENSGALG00000006054
CALCOCO2	ENSGALG00000001525
CALCR	ENSGALG00000009509
CALCRL	ENSGALG00000002632
CALHM1	ENSGALG00000008271
CALHM2	ENSGALG00000008270
CALHM3	ENSGALG00000008273
CALHM4	ENSGALG00000014955
CALHM5	ENSGALG00000038162
CALHM6	ENSGALG00000014962
CALM1	ENSGALG00000026445
CALML4	ENSGALG00000007979
CALN1	ENSGALG00000001122
CALR	ENSGALG00000040368
CAMK1G	ENSGALG00000001319
CAMK2A	ENSGALG00000005621
CAMK2G	ENSGALG00000005088
CAMK2N2	ENSGALG00000045574
CAMK4	ENSGALG00000000244
CAMKK1	ENSGALG00000001617
CAMKMT	ENSGALG00000035800
CAMLG	ENSGALG00000006411
CAMSAP1	ENSGALG00000001692
CAMSAP2	ENSGALG00000002145
CAND1	ENSGALG00000033879
CANT1	ENSGALG00000011822
CANX	ENSGALG00000032148
CAP1	ENSGALG00000036294
CAP2	ENSGALG00000012715
CAPG	ENSGALG00000036175
CAPN10	ENSGALG00000034562
CAPN13	ENSGALG00000020084
CAPN14	ENSGALG00000009069
CAPN15	ENSGALG00000002018
CAPN1	ENSGALG00000041685
CAPN2	ENSGALG00000009360
CAPN3	ENSGALG00000009050
CAPN5	ENSGALG00000040478
CAPN6	ENSGALG00000008006
CAPN7	ENSGALG00000041731
CAPN8	ENSGALG00000009382
CAPN9	ENSGALG00000011136
CAPRIN1	ENSGALG00000013532
CAPRIN2	ENSGALG00000012947
CAPS2	ENSGALG00000010208
CAPSL	ENSGALG00000013376
CAPZA1	ENSGALG00000001547
CAPZA2	ENSGALG00000043437
CAPZA3	ENSGALG00000013125
CAPZB	ENSGALG00000004034
CARD11	ENSGALG00000004398
CARD19	ENSGALG00000026154
CARD8	ENSGALG00000007698
CARD9	ENSGALG00000001889
CARF	ENSGALG00000008474
CARMIL1	ENSGALG00000013605
CARMIL2	ENSGALG00000021442
CARMIL3	ENSGALG00000038527
CARNMT1	ENSGALG00000015155
CARNS1	ENSGALG00000043435
CARS1	ENSGALG00000006427
CARS2	ENSGALG00000016847
CARTPT	ENSGALG00000038241
CASC3	ENSGALG00000031813
CASD1	ENSGALG00000009653
CASK	ENSGALG00000042400
CASKIN2	ENSGALG00000008034
CASP1	ENSGALG00000001049
CASP2	ENSGALG00000014698
CASP3	ENSGALG00000010638
CASP6	ENSGALG00000012186
CASP7	ENSGALG00000008933
CASP8AP2	ENSGALG00000015611
CASP8	ENSGALG00000008355
CASP9	ENSGALG00000001366
CASQ2	ENSGALG00000015018
CASS4	ENSGALG00000007744
CAST	ENSGALG00000014682
CASTOR1	ENSGALG00000007964
CASZ1	ENSGALG00000002888
CAT	ENSGALG00000030187
CAV1	ENSGALG00000043287
CAV2	ENSGALG00000033295
CAV3	ENSGALG00000008351
CAVIN1	ENSGALG00000003261
CAVIN2	ENSGALG00000028174
CAVIN4	ENSGALG00000026452
CBFA2T2	ENSGALG00000003096
CBFB	ENSGALG00000003169
CBLB	ENSGALG00000015351
CBL	ENSGALG00000029077
CBLL1	ENSGALG00000038981
CBLN2	ENSGALG00000028682
CBLN4	ENSGALG00000030821
CBR1	ENSGALG00000016027
CBR4	ENSGALG00000009714
CBX3	ENSGALG00000011038
CBX4	ENSGALG00000035911
CBX7	ENSGALG00000041236
CBY1	ENSGALG00000012218
CBY2	ENSGALG00000016981
CC2D1B	ENSGALG00000010619
CC2D2A	ENSGALG00000014514
CCAR1	ENSGALG00000004108
CCBE1	ENSGALG00000027785
CCDC102B	ENSGALG00000019509
CCDC103	ENSGALG00000000918
CCDC117	ENSGALG00000005784
CCDC122	ENSGALG00000016968
CCDC125	ENSGALG00000015572
CCDC126	ENSGALG00000010976
CCDC127	ENSGALG00000034628
CCDC12	ENSGALG00000005487
CCDC134	ENSGALG00000011918
CCDC137	ENSGALG00000004505
CCDC13	ENSGALG00000005303
CCDC141	ENSGALG00000020788
CCDC148	ENSGALG00000012555
CCDC149	ENSGALG00000014391
CCDC14	ENSGALG00000044814
CCDC157	ENSGALG00000007907
CCDC166	ENSGALG00000053276
CCDC167	ENSGALG00000010151
CCDC170	ENSGALG00000012971
CCDC171	ENSGALG00000015103
CCDC172	ENSGALG00000009182
CCDC174	ENSGALG00000006459
CCDC177	ENSGALG00000026215
CCDC181	ENSGALG00000015221
CCDC186	ENSGALG00000008956
CCDC189	ENSGALG00000041514
CCDC18	ENSGALG00000005889
CCDC25	ENSGALG00000016586
CCDC28A	ENSGALG00000013834
CCDC28B	ENSGALG00000003241
CCDC32	ENSGALG00000029332
CCDC34	ENSGALG00000012194
CCDC40	ENSGALG00000007042
CCDC42	ENSGALG00000001202
CCDC43	ENSGALG00000001022
CCDC47	ENSGALG00000000564
CCDC50	ENSGALG00000020813
CCDC51	ENSGALG00000006465
CCDC59	ENSGALG00000028648
CCDC61	ENSGALG00000006714
CCDC63	ENSGALG00000004579
CCDC65	ENSGALG00000030917
CCDC66	ENSGALG00000005450
CCDC6	ENSGALG00000003165
CCDC71	ENSGALG00000006787
CCDC73	ENSGALG00000012103
CCDC77	ENSGALG00000012987
CCDC80	ENSGALG00000015193
CCDC82	ENSGALG00000013489
CCDC83	ENSGALG00000013247
CCDC85A	ENSGALG00000043080
CCDC85C	ENSGALG00000011139
CCDC88A	ENSGALG00000043587
CCDC90B	ENSGALG00000037072
CCDC91	ENSGALG00000031666
CCDC92	ENSGALG00000003146
CCDC93	ENSGALG00000012129
CCKAR	ENSGALG00000030801
CCKBR	ENSGALG00000039837
CCK	ENSGALG00000029788
CCL17	ENSGALG00000024466
CCL19	ENSGALG00000028256
CCL1	ENSGALG00000002329
CCL20	ENSGALG00000003003
CCM2	ENSGALG00000005612
CCM2L	ENSGALG00000006479
CCN1	ENSGALG00000008661
CCN3	ENSGALG00000038364
CCN4	ENSGALG00000030115
CCNA1	ENSGALG00000017052
CCNA2	ENSGALG00000011881
CCNB2	ENSGALG00000004161
CCNB3	ENSGALG00000025810
CCNC	ENSGALG00000015471
CCND1	ENSGALG00000007555
CCND2	ENSGALG00000017283
CCND3	ENSGALG00000003485
CCNDBP1	ENSGALG00000004837
CCNE1	ENSGALG00000004494
CCNE2	ENSGALG00000040794
CCNF	ENSGALG00000038502
CCNG1	ENSGALG00000001718
CCNG2	ENSGALG00000010347
CCNH	ENSGALG00000015641
CCNI2	ENSGALG00000023812
CCNI	ENSGALG00000011457
CCNJ	ENSGALG00000006955
CCNJL	ENSGALG00000040152
CCNK	ENSGALG00000011138
CCNL1	ENSGALG00000009699
CCNL2	ENSGALG00000001551
CCNO	ENSGALG00000028595
CCNT1	ENSGALG00000047646
CCNT2	ENSGALG00000012207
CCNY	ENSGALG00000007076
CCNYL1	ENSGALG00000008485
CCP110	ENSGALG00000006925
CCPG1	ENSGALG00000004387
CCR10	ENSGALG00000028519
CCR2	ENSGALG00000050893
CCR4	ENSGALG00000039146
CCR6	ENSGALG00000011418
CCR7	ENSGALG00000035733
CCR9	ENSGALG00000011808
CCSAP	ENSGALG00000011084
CCSER1	ENSGALG00000010392
CCT2	ENSGALG00000009975
CCT3	ENSGALG00000048034
CCT4	ENSGALG00000008812
CCT5	ENSGALG00000013041
CCT7	ENSGALG00000016088
CCT8	ENSGALG00000015821
CD109	ENSGALG00000015910
CD151	ENSGALG00000006856
CD164L2	ENSGALG00000041752
CD180	ENSGALG00000023411
CD200	ENSGALG00000015396
CD226	ENSGALG00000013748
CD244	ENSGALG00000040002
CD247	ENSGALG00000015441
CD274	ENSGALG00000015032
CD276	ENSGALG00000001729
CD28	ENSGALG00000008669
CD2AP	ENSGALG00000016720
CD300C	ENSGALG00000007713
CD34	ENSGALG00000001177
CD36	ENSGALG00000008439
CD38	ENSGALG00000014508
CD3E	ENSGALG00000007416
CD40	ENSGALG00000007015
CD40LG	ENSGALG00000006415
CD44	ENSGALG00000039080
CD47	ENSGALG00000015355
CD4	ENSGALG00000014477
CD5	ENSGALG00000031735
CD6	ENSGALG00000043016
CD74	ENSGALG00000004594
CD79B	ENSGALG00000000251
CD80	ENSGALG00000015474
CD81	ENSGALG00000006546
CD83	ENSGALG00000046032
CD86	ENSGALG00000014362
CD8A	ENSGALG00000015900
CD8B	ENSGALG00000015902
CD93	ENSGALG00000008359
CD99	ENSGALG00000024488
CD99L2	ENSGALG00000009075
CD9	ENSGALG00000017274
CDADC1	ENSGALG00000017004
CDA	ENSGALG00000007382
CDAN1	ENSGALG00000009156
CDC123	ENSGALG00000014038
CDC14A	ENSGALG00000005248
CDC14B	ENSGALG00000012627
CDC16	ENSGALG00000016816
CDC20B	ENSGALG00000046188
CDC20	ENSGALG00000009971
CDC23	ENSGALG00000007610
CDC25A	ENSGALG00000038469
CDC26	ENSGALG00000053517
CDC27	ENSGALG00000000596
CDC34	ENSGALG00000024332
CDC37	ENSGALG00000048930
CDC37L1	ENSGALG00000014448
CDC40	ENSGALG00000015061
CDC42BPA	ENSGALG00000009158
CDC42BPB	ENSGALG00000011432
CDC42	ENSGALG00000004796
CDC42EP3	ENSGALG00000010551
CDC42EP4	ENSGALG00000023364
CDC42SE1	ENSGALG00000028119
CDC42SE2	ENSGALG00000027258
CDC45	ENSGALG00000001616
CDC5L	ENSGALG00000016704
CDC73	ENSGALG00000002469
CDC7	ENSGALG00000006051
CDCA3	ENSGALG00000014513
CDCA4	ENSGALG00000011692
CDCA7L	ENSGALG00000035978
CDCP1	ENSGALG00000040447
CDCP2	ENSGALG00000010752
CDH10	ENSGALG00000032022
CDH11	ENSGALG00000039985
CDH12	ENSGALG00000012941
CDH13	ENSGALG00000005483
CDH15	ENSGALG00000030040
CDH17	ENSGALG00000035094
CDH18	ENSGALG00000036097
CDH19	ENSGALG00000013775
CDH1	ENSGALG00000000608
CDH20	ENSGALG00000012906
CDH22	ENSGALG00000007211
CDH2	ENSGALG00000015132
CDH4	ENSGALG00000005102
CDH5	ENSGALG00000032349
CDH6	ENSGALG00000012917
CDH7	ENSGALG00000013782
CDH8	ENSGALG00000005319
CDH9	ENSGALG00000012923
CDHR1	ENSGALG00000002314
CDHR2	ENSGALG00000003285
CDHR4	ENSGALG00000054583
CDIN1	ENSGALG00000009801
CDK10	ENSGALG00000006144
CDK12	ENSGALG00000001731
CDK13	ENSGALG00000043243
CDK14	ENSGALG00000009062
CDK15	ENSGALG00000008428
CDK17	ENSGALG00000011456
CDK18	ENSGALG00000000692
CDK19	ENSGALG00000015051
CDK1	ENSGALG00000003085
CDK20	ENSGALG00000053478
CDK2AP1	ENSGALG00000034919
CDK2	ENSGALG00000032699
CDK3	ENSGALG00000008462
CDK5	ENSGALG00000051479
CDK5R1	ENSGALG00000041907
CDK5RAP1	ENSGALG00000006738
CDK6	ENSGALG00000009476
CDK7	ENSGALG00000014790
CDK8	ENSGALG00000017104
CDK9	ENSGALG00000035576
CDKAL1	ENSGALG00000012677
CDKL1	ENSGALG00000012295
CDKL2	ENSGALG00000010119
CDKL5	ENSGALG00000016529
CDKN1A	ENSGALG00000028318
CDKN1B	ENSGALG00000022980
CDKN2AIP	ENSGALG00000010661
CDKN2B	ENSGALG00000026137
CDKN2C	ENSGALG00000010537
CDKN3	ENSGALG00000012220
CDO1	ENSGALG00000002358
CDPF1	ENSGALG00000028840
CDR2	ENSGALG00000025743
CDR2L	ENSGALG00000026295
CDRT1	ENSGALG00000044567
CDS1	ENSGALG00000011227
CDS2	ENSGALG00000030406
CDT1	ENSGALG00000013784
CDV3	ENSGALG00000032316
CDX1	ENSGALG00000005679
CDX4	ENSGALG00000007657
CDYL2	ENSGALG00000012978
CDYL	ENSGALG00000012808
CEBPB	ENSGALG00000008014
CEBPD	ENSGALG00000040180
CEBPZ	ENSGALG00000040335
CECR2	ENSGALG00000013034
CELA1	ENSGALG00000034825
CELA3B	ENSGALG00000027189
CEL	ENSGALG00000034436
CELF1	ENSGALG00000008097
CELF2	ENSGALG00000034590
CELF3	ENSGALG00000028478
CELF4	ENSGALG00000002413
CELF5	ENSGALG00000026716
CEMIP2	ENSGALG00000015138
CEMIP	ENSGALG00000006413
CENATAC	ENSGALG00000007689
CENPA	ENSGALG00000037735
CENPC	ENSGALG00000011683
CENPE	ENSGALG00000013208
CENPF	ENSGALG00000009690
CENPH	ENSGALG00000014788
CENPI	ENSGALG00000005038
CENPJ	ENSGALG00000017148
CENPK	ENSGALG00000014753
CENPL	ENSGALG00000038411
CENPM	ENSGALG00000011914
CENPN	ENSGALG00000013494
CENPO	ENSGALG00000016609
CENPP	ENSGALG00000004687
CENPQ	ENSGALG00000016692
CENPS	ENSGALG00000024481
CENPT	ENSGALG00000028900
CENPU	ENSGALG00000020210
CENPV	ENSGALG00000004503
CENPW	ENSGALG00000027454
CEP104	ENSGALG00000000978
CEP120	ENSGALG00000005368
CEP126	ENSGALG00000017190
CEP128	ENSGALG00000010562
CEP131	ENSGALG00000006895
CEP135	ENSGALG00000013776
