gene	transcript	branch
ENSG00000055609	ENST00000485655	0
ENSG00000055732	ENST00000490600	0
ENSG00000055813	ENST00000407595	0
ENSG00000055917	ENST00000536417	0
ENSG00000055950	ENST00000342071	0
ENSG00000055955	ENST00000346281	0
ENSG00000055957	ENST00000537050	0
ENSG00000056050	ENST00000393381	0
ENSG00000056097	ENST00000507465	0
ENSG00000056277	ENST00000370978	5
ENSG00000056291	ENST00000358749	0
ENSG00000056487	ENST00000396103	0
ENSG00000056558	ENST00000373887	1
ENSG00000056586	ENST00000357244	0
ENSG00000056661	ENST00000360797	0
ENSG00000056736	ENST00000288167	3
ENSG00000056972	ENST00000340026	1
ENSG00000056998	ENST00000542787	2
ENSG00000057019	ENST00000449482	0
ENSG00000057149	ENST00000283752	6
ENSG00000057252	ENST00000535686	0
ENSG00000057294	ENST00000070846	2
ENSG00000057468	ENST00000263187	0
ENSG00000057593	ENST00000541084	0
ENSG00000057608	ENST00000380132	0
ENSG00000057657	ENST00000369089	0
ENSG00000057663	ENST00000360666	0
ENSG00000057704	ENST00000261226	0
ENSG00000057757	ENST00000246151	0
ENSG00000057935	ENST00000405094	2
ENSG00000058056	ENST00000497155	0
ENSG00000058063	ENST00000484691	0
ENSG00000058085	ENST00000493293	0
ENSG00000058091	ENST00000436577	0
ENSG00000058262	ENST00000464451	0
ENSG00000058272	ENST00000553081	0
ENSG00000058335	ENST00000394745	0
ENSG00000058404	ENST00000347193	0
ENSG00000058453	ENST00000445545	0
ENSG00000058600	ENST00000565551	0
ENSG00000058668	ENST00000484746	1
ENSG00000058673	ENST00000545588	1
ENSG00000058729	ENST00000283109	0
ENSG00000058799	ENST00000072644	0
ENSG00000058804	ENST00000371429	0
ENSG00000058866	ENST00000382164	0
ENSG00000059122	ENST00000344592	3
ENSG00000059145	ENST00000248104	0
ENSG00000059377	ENST00000448866	0
ENSG00000059378	ENST00000484111	0
ENSG00000059573	ENST00000371221	0
ENSG00000059588	ENST00000040877	0
ENSG00000059691	ENST00000515884	0
ENSG00000059728	ENST00000540449	0
ENSG00000059758	ENST00000551816	0
ENSG00000059769	ENST00000556107	0
ENSG00000059804	ENST00000544936	1
ENSG00000059915	ENST00000020673	0
ENSG00000060069	ENST00000299543	0
ENSG00000060138	ENST00000541351	1
ENSG00000060140	ENST00000075503	1
ENSG00000060237	ENST00000544559	0
ENSG00000060339	ENST00000479143	0
ENSG00000060491	ENST00000290291	0
ENSG00000060558	ENST00000592455	0
ENSG00000060566	ENST00000252587	0
ENSG00000060642	ENST00000449950	0
ENSG00000060656	ENST00000323874	0
ENSG00000060688	ENST00000446633	0
ENSG00000060709	ENST00000536002	0
ENSG00000060718	ENST00000353414	0
ENSG00000060749	ENST00000524678	0
ENSG00000060762	ENST00000341756	0
ENSG00000060971	ENST00000421218	0
ENSG00000060982	ENST00000546285	2
ENSG00000061273	ENST00000380610	0
ENSG00000061337	ENST00000381569	0
ENSG00000061455	ENST00000407847	0
ENSG00000061492	ENST00000398754	0
ENSG00000061656	ENST00000430878	4
ENSG00000061676	ENST00000361354	0
ENSG00000061794	ENST00000542199	0
ENSG00000061918	ENST00000513437	0
ENSG00000061936	ENST00000537164	0
ENSG00000061938	ENST00000424563	0
ENSG00000061987	ENST00000280379	0
ENSG00000062038	ENST00000581171	1
ENSG00000062096	ENST00000537104	2
ENSG00000062194	ENST00000538707	1
ENSG00000062282	ENST00000376262	0
ENSG00000062370	ENST00000536500	5
ENSG00000062485	ENST00000551253	0
ENSG00000062524	ENST00000453182	0
ENSG00000062582	ENST00000418740	0
ENSG00000062598	ENST00000450812	0
ENSG00000062650	ENST00000263070	0
ENSG00000062716	ENST00000591877	0
ENSG00000062725	ENST00000083182	0
ENSG00000062822	ENST00000593981	0
ENSG00000063015	ENST00000442608	0
ENSG00000063046	ENST00000550390	0
ENSG00000063127	ENST00000598828	5
ENSG00000063169	ENST00000396720	0
ENSG00000063176	ENST00000340932	0
ENSG00000063177	ENST00000546623	0
ENSG00000063180	ENST00000084798	4
ENSG00000063241	ENST00000589080	0
ENSG00000063244	ENST00000590551	0
ENSG00000063245	ENST00000270460	0
ENSG00000063322	ENST00000599417	0
ENSG00000063438	ENST00000506456	0
ENSG00000063515	ENST00000086933	0
ENSG00000063587	ENST00000440091	5
ENSG00000063601	ENST00000488357	0
ENSG00000063660	ENST00000455111	0
ENSG00000063761	ENST00000341211	0
ENSG00000063854	ENST00000569339	0
ENSG00000063978	ENST00000508235	0
ENSG00000064012	ENST00000323492	0
ENSG00000064042	ENST00000396595	0
ENSG00000064102	ENST00000539625	0
ENSG00000064115	ENST00000535260	0
ENSG00000064195	ENST00000434704	0
ENSG00000064199	ENST00000532692	1
ENSG00000064201	ENST00000381121	3
ENSG00000064205	ENST00000372868	1
ENSG00000064218	ENST00000417254	0
ENSG00000064225	ENST00000477574	1
ENSG00000064270	ENST00000416219	1
ENSG00000064300	ENST00000504201	0
ENSG00000064309	ENST00000392693	0
ENSG00000064313	ENST00000521007	0
ENSG00000064393	ENST00000342645	0
ENSG00000064419	ENST00000393245	0
ENSG00000064489	ENST00000354191	0
ENSG00000064490	ENST00000540981	0
ENSG00000064545	ENST00000587096	0
ENSG00000064547	ENST00000588233	0
ENSG00000064601	ENST00000372459	0
ENSG00000064607	ENST00000452918	1
ENSG00000064651	ENST00000343225	0
ENSG00000064652	ENST00000503149	0
ENSG00000064655	ENST00000458636	1
ENSG00000064666	ENST00000562075	0
ENSG00000064687	ENST00000433129	0
ENSG00000064692	ENST00000395469	0
ENSG00000064703	ENST00000536167	0
ENSG00000064726	ENST00000559652	0
ENSG00000064763	ENST00000551193	2
ENSG00000064787	ENST00000371440	2
ENSG00000064835	ENST00000350375	0
ENSG00000064886	ENST00000497220	4
ENSG00000064932	ENST00000438103	0
ENSG00000064933	ENST00000424307	0
ENSG00000064961	ENST00000585900	1
ENSG00000064989	ENST00000392370	0
ENSG00000064995	ENST00000361288	0
ENSG00000064999	ENST00000535627	0
ENSG00000065000	ENST00000345016	0
ENSG00000065029	ENST00000498555	2
ENSG00000065054	ENST00000424542	0
ENSG00000065057	ENST00000561841	0
ENSG00000065060	ENST00000452449	0
ENSG00000065135	ENST00000369851	0
ENSG00000065150	ENST00000480641	0
ENSG00000065154	ENST00000539214	0
ENSG00000065183	ENST00000369441	0
ENSG00000065243	ENST00000544045	0
ENSG00000065268	ENST00000590354	0
ENSG00000065308	ENST00000182527	0
ENSG00000065320	ENST00000173229	0
ENSG00000065325	ENST00000574361	0
ENSG00000065328	ENST00000378694	0
ENSG00000065357	ENST00000551156	0
ENSG00000065361	ENST00000551242	0
ENSG00000065371	ENST00000484329	4
ENSG00000065413	ENST00000409919	0
ENSG00000065427	ENST00000570215	0
ENSG00000065457	ENST00000564657	0
ENSG00000065485	ENST00000469649	0
ENSG00000065491	ENST00000373491	0
ENSG00000065518	ENST00000491335	3
ENSG00000065526	ENST00000442985	0
ENSG00000065534	ENST00000359169	0
ENSG00000065548	ENST00000544130	0
ENSG00000065559	ENST00000582897	0
ENSG00000065600	ENST00000535273	0
ENSG00000065609	ENST00000522248	0
ENSG00000065613	ENST00000369755	0
ENSG00000065615	ENST00000369681	0
ENSG00000065618	ENST00000369733	0
ENSG00000065621	ENST00000429569	0
ENSG00000065665	ENST00000379017	2
ENSG00000065675	ENST00000263125	1
ENSG00000065717	ENST00000591457	0
ENSG00000065802	ENST00000438264	0
ENSG00000065809	ENST00000475786	0
ENSG00000065833	ENST00000541327	1
ENSG00000065882	ENST00000508802	0
ENSG00000065883	ENST00000340829	1
ENSG00000065911	ENST00000394050	0
ENSG00000065923	ENST00000328306	0
ENSG00000065970	ENST00000428177	0
ENSG00000065978	ENST00000436427	0
ENSG00000065989	ENST00000380702	0
ENSG00000066027	ENST00000537030	0
ENSG00000066032	ENST00000409266	0
ENSG00000066044	ENST00000351593	0
ENSG00000066056	ENST00000433781	0
ENSG00000066084	ENST00000546732	0
ENSG00000066117	ENST00000549274	0
ENSG00000066135	ENST00000372396	0
ENSG00000066136	ENST00000372669	0
ENSG00000066185	ENST00000433602	1
ENSG00000066230	ENST00000264938	0
ENSG00000066248	ENST00000416114	0
ENSG00000066279	ENST00000294732	0
ENSG00000066294	ENST00000534968	4
ENSG00000066322	ENST00000413844	0
ENSG00000066336	ENST00000533030	0
ENSG00000066379	ENST00000376785	0
ENSG00000066382	ENST00000358117	0
ENSG00000066405	ENST00000343735	1
ENSG00000066422	ENST00000461821	0
ENSG00000066427	ENST00000553488	0
ENSG00000066455	ENST00000355976	0
ENSG00000066468	ENST00000369056	0
ENSG00000066557	ENST00000370952	0
ENSG00000066583	ENST00000514194	1
ENSG00000066629	ENST00000554553	0
ENSG00000066651	ENST00000446681	0
ENSG00000066654	ENST00000431224	0
ENSG00000066697	ENST00000374886	1
ENSG00000066735	ENST00000423312	0
ENSG00000066739	ENST00000359933	0
ENSG00000066777	ENST00000519436	0
ENSG00000066813	ENST00000569327	12
ENSG00000066827	ENST00000519827	0
ENSG00000066855	ENST00000521247	0
ENSG00000066923	ENST00000317296	1
ENSG00000066926	ENST00000591215	0
ENSG00000066933	ENST00000568438	0
ENSG00000067057	ENST00000433193	0
ENSG00000067064	ENST00000429642	0
ENSG00000067066	ENST00000264052	4
ENSG00000067082	ENST00000542957	0
ENSG00000067113	ENST00000509667	0
ENSG00000067141	ENST00000261908	0
ENSG00000067167	ENST00000536748	0
ENSG00000067177	ENST00000541944	1
ENSG00000067191	ENST00000344140	0
ENSG00000067208	ENST00000543509	0
ENSG00000067221	ENST00000566081	0
ENSG00000067225	ENST00000564178	0
ENSG00000067248	ENST00000251636	0
ENSG00000067334	ENST00000359208	0
ENSG00000067365	ENST00000561758	0
ENSG00000067369	ENST00000467474	0
ENSG00000067445	ENST00000431115	4
ENSG00000067533	ENST00000366932	0
ENSG00000067560	ENST00000431929	1
ENSG00000067596	ENST00000589898	0
ENSG00000067606	ENST00000470986	0
ENSG00000067704	ENST00000302637	0
ENSG00000067715	ENST00000549559	0
ENSG00000067798	ENST00000551162	0
ENSG00000067829	ENST00000444338	0
ENSG00000067836	ENST00000586153	0
ENSG00000067840	ENST00000393758	0
ENSG00000067842	ENST00000370181	0
ENSG00000067900	ENST00000578051	0
ENSG00000067955	ENST00000563939	0
ENSG00000067992	ENST00000379162	0
ENSG00000068001	ENST00000442581	0
ENSG00000068024	ENST00000445704	0
ENSG00000068028	ENST00000482447	0
ENSG00000068078	ENST00000412135	0
ENSG00000068079	ENST00000438323	3
ENSG00000068097	ENST00000587003	0
ENSG00000068120	ENST00000393818	0
ENSG00000068137	ENST00000293349	0
ENSG00000068305	ENST00000559903	0
ENSG00000068308	ENST00000396743	0
ENSG00000068323	ENST00000315869	0
ENSG00000068354	ENST00000537536	0
ENSG00000068366	ENST00000340800	0
ENSG00000068383	ENST00000445580	0
ENSG00000068394	ENST00000156109	0
ENSG00000068400	ENST00000376423	0
ENSG00000068438	ENST00000396894	0
ENSG00000068489	ENST00000582995	3
ENSG00000068615	ENST00000540790	1
ENSG00000068650	ENST00000415301	0
ENSG00000068654	ENST00000409681	0
ENSG00000068697	ENST00000175091	0
ENSG00000068724	ENST00000263737	0
ENSG00000068745	ENST00000450045	0
ENSG00000068781	ENST00000405008	0
ENSG00000068784	ENST00000535761	0
ENSG00000068793	ENST00000435939	0
ENSG00000068796	ENST00000512006	0
ENSG00000068831	ENST00000445445	0
ENSG00000068878	ENST00000421748	0
ENSG00000068885	ENST00000478370	0
ENSG00000068903	ENST00000451193	0
ENSG00000068912	ENST00000405123	0
ENSG00000068971	ENST00000164133	5
ENSG00000068976	ENST00000164139	0
ENSG00000068985	ENST00000376150	8
ENSG00000069011	ENST00000502676	0
ENSG00000069018	ENST00000426057	0
ENSG00000069020	ENST00000407621	0
ENSG00000069122	ENST00000362015	0
ENSG00000069188	ENST00000388726	0
ENSG00000069206	ENST00000520720	3
ENSG00000069248	ENST00000261396	0
ENSG00000069275	ENST00000367142	0
ENSG00000069329	ENST00000561713	0
ENSG00000069345	ENST00000566791	0
ENSG00000069399	ENST00000444487	1
ENSG00000069424	ENST00000164247	0
ENSG00000069431	ENST00000345162	1
ENSG00000069482	ENST00000265643	4
ENSG00000069509	ENST00000378045	0
ENSG00000069535	ENST00000538942	0
ENSG00000069667	ENST00000559343	0
ENSG00000069696	ENST00000176183	0
ENSG00000069702	ENST00000212355	0
ENSG00000069712	ENST00000409154	0
ENSG00000069764	ENST00000438167	2
ENSG00000069812	ENST00000487437	0
ENSG00000069849	ENST00000539728	1
ENSG00000069869	ENST00000506154	0
ENSG00000069943	ENST00000565367	0
ENSG00000069956	ENST00000261845	0
ENSG00000069966	ENST00000560116	0
ENSG00000069974	ENST00000565972	0
ENSG00000069998	ENST00000399852	0
ENSG00000070010	ENST00000360834	0
ENSG00000070018	ENST00000535731	1
ENSG00000070019	ENST00000261170	0
ENSG00000070031	ENST00000176195	11
ENSG00000070047	ENST00000416188	0
ENSG00000070061	ENST00000537196	0
ENSG00000070081	ENST00000527580	0
ENSG00000070087	ENST00000461868	0
ENSG00000070159	ENST00000394827	0
ENSG00000070182	ENST00000542895	0
ENSG00000070190	ENST00000512369	0
ENSG00000070193	ENST00000264664	0
ENSG00000070214	ENST00000343170	0
ENSG00000070269	ENST00000536419	0
ENSG00000070366	ENST00000263073	0
ENSG00000070367	ENST00000556318	0
ENSG00000070371	ENST00000538828	0
ENSG00000070388	ENST00000166133	0
ENSG00000070404	ENST00000591552	0
ENSG00000070413	ENST00000545799	0
ENSG00000070423	ENST00000292363	0
ENSG00000070444	ENST00000174618	0
ENSG00000070476	ENST00000336332	0
ENSG00000070495	ENST00000585429	0
ENSG00000070501	ENST00000524208	0
ENSG00000070526	ENST00000585633	0
ENSG00000070540	ENST00000591744	0
ENSG00000070601	ENST00000377765	0
ENSG00000070610	ENST00000545786	0
ENSG00000070614	ENST00000261797	0
ENSG00000070669	ENST00000175506	0
ENSG00000070718	ENST00000517499	0
ENSG00000070729	ENST00000565942	0
ENSG00000070731	ENST00000588920	1
ENSG00000070748	ENST00000395559	0
ENSG00000070756	ENST00000519622	0
ENSG00000070759	ENST00000451835	1
ENSG00000070761	ENST00000262498	0
ENSG00000070770	ENST00000565188	0
ENSG00000070778	ENST00000328736	0
ENSG00000070785	ENST00000372182	0
ENSG00000070808	ENST00000398376	0
ENSG00000070814	ENST00000445265	3
ENSG00000070831	ENST00000421089	0
ENSG00000070882	ENST00000415162	0
ENSG00000070886	ENST00000166244	0
ENSG00000070915	ENST00000566786	0
ENSG00000070950	ENST00000264926	0
ENSG00000070961	ENST00000348959	0
ENSG00000070985	ENST00000452833	0
ENSG00000071051	ENST00000451463	0
ENSG00000071054	ENST00000418101	0
ENSG00000071073	ENST00000393487	0
ENSG00000071082	ENST00000419276	0
ENSG00000071127	ENST00000508079	0
ENSG00000071189	ENST00000409604	0
ENSG00000071203	ENST00000530007	3
ENSG00000071205	ENST00000336498	0
ENSG00000071242	ENST00000366863	2
ENSG00000071243	ENST00000315870	0
ENSG00000071246	ENST00000554743	0
ENSG00000071282	ENST00000157600	0
ENSG00000071462	ENST00000430270	0
ENSG00000071537	ENST00000336735	0
ENSG00000071539	ENST00000513435	0
ENSG00000071553	ENST00000455205	0
ENSG00000071564	ENST00000588136	0
ENSG00000071575	ENST00000155926	0
ENSG00000071626	ENST00000591999	0
ENSG00000071655	ENST00000156825	0
ENSG00000071677	ENST00000165524	2
ENSG00000071794	ENST00000467858	0
ENSG00000071859	ENST00000158526	0
ENSG00000071889	ENST00000416319	0
ENSG00000071894	ENST00000349769	0
ENSG00000071909	ENST00000334231	0
ENSG00000071967	ENST00000445146	0
ENSG00000071991	ENST00000580157	2
ENSG00000071994	ENST00000544866	0
ENSG00000072041	ENST00000450363	1
ENSG00000072042	ENST00000557331	2
ENSG00000072062	ENST00000589994	0
ENSG00000072071	ENST00000589616	0
ENSG00000072080	ENST00000425558	3
ENSG00000072110	ENST00000555616	0
ENSG00000072121	ENST00000555452	0
ENSG00000072133	ENST00000543399	1
ENSG00000072134	ENST00000494192	0
ENSG00000072163	ENST00000409254	2
ENSG00000072182	ENST00000358078	0
ENSG00000072195	ENST00000409595	0
ENSG00000072201	ENST00000512247	0
ENSG00000072210	ENST00000575384	1
ENSG00000072274	ENST00000540528	0
ENSG00000072310	ENST00000478616	0
ENSG00000072315	ENST00000262839	0
ENSG00000072364	ENST00000421773	0
ENSG00000072401	ENST00000373910	0
ENSG00000072415	ENST00000261681	0
ENSG00000072422	ENST00000357917	1
ENSG00000072444	ENST00000426610	13
ENSG00000072501	ENST00000375340	0
ENSG00000072506	ENST00000375304	0
ENSG00000072518	ENST00000508192	0
ENSG00000072571	ENST00000358715	0
ENSG00000072609	ENST00000432561	0
ENSG00000072657	ENST00000547300	0
ENSG00000072682	ENST00000395164	0
ENSG00000072694	ENST00000428605	3
ENSG00000072736	ENST00000346183	0
ENSG00000072756	ENST00000434583	0
ENSG00000072778	ENST00000583858	0
ENSG00000072786	ENST00000520476	0
ENSG00000072803	ENST00000425623	0
ENSG00000072818	ENST00000575425	0
ENSG00000072832	ENST00000324989	2
ENSG00000072840	ENST00000382674	0
ENSG00000072849	ENST00000574952	0
ENSG00000072858	ENST00000393830	1
ENSG00000072864	ENST00000342673	0
ENSG00000072952	ENST00000421747	0
ENSG00000072954	ENST00000599479	0
ENSG00000072958	ENST00000586543	0
ENSG00000073008	ENST00000587785	0
ENSG00000073009	ENST00000470142	0
ENSG00000073050	ENST00000594107	0
ENSG00000073060	ENST00000545493	0
ENSG00000073067	ENST00000415893	1
ENSG00000073111	ENST00000491422	0
ENSG00000073146	ENST00000395843	0
ENSG00000073150	ENST00000402472	0
ENSG00000073169	ENST00000380903	0
ENSG00000073282	ENST00000437221	0
ENSG00000073331	ENST00000504176	0
ENSG00000073350	ENST00000583658	0
ENSG00000073417	ENST00000394553	0
ENSG00000073464	ENST00000380833	0
ENSG00000073536	ENST00000588642	0
ENSG00000073578	ENST00000515815	0
ENSG00000073584	ENST00000580654	0
ENSG00000073598	ENST00000158009	4
ENSG00000073605	ENST00000524039	4
ENSG00000073614	ENST00000382815	0
ENSG00000073670	ENST00000587773	0
ENSG00000073711	ENST00000492624	0
ENSG00000073712	ENST00000554288	0
ENSG00000073734	ENST00000439188	0
ENSG00000073737	ENST00000412271	0
ENSG00000073754	ENST00000368174	4
ENSG00000073756	ENST00000559627	0
ENSG00000073792	ENST00000346192	0
ENSG00000073803	ENST00000443863	0
ENSG00000073849	ENST00000448044	0
ENSG00000073861	ENST00000177694	0
ENSG00000073910	ENST00000380250	0
ENSG00000073921	ENST00000534412	0
ENSG00000073969	ENST00000398238	0
ENSG00000074047	ENST00000314490	0
ENSG00000074054	ENST00000455322	0
ENSG00000074071	ENST00000397375	0
ENSG00000074181	ENST00000601011	0
ENSG00000074201	ENST00000527133	0
ENSG00000074211	ENST00000509917	0
ENSG00000074266	ENST00000527888	0
ENSG00000074276	ENST00000506348	0
ENSG00000074317	ENST00000506696	0
ENSG00000074319	ENST00000251968	0
ENSG00000074356	ENST00000158149	0
ENSG00000074370	ENST00000397043	0
ENSG00000074410	ENST00000178638	0
ENSG00000074416	ENST00000265052	0
ENSG00000074527	ENST00000547980	0
ENSG00000074582	ENST00000439945	0
ENSG00000074590	ENST00000548902	0
ENSG00000074603	ENST00000559526	1
ENSG00000074621	ENST00000339868	0
ENSG00000074657	ENST00000591049	0
ENSG00000074660	ENST00000348987	0
ENSG00000074695	ENST00000251047	0
ENSG00000074696	ENST00000562832	0
ENSG00000074706	ENST00000519344	0
ENSG00000074755	ENST00000572699	0
ENSG00000074771	ENST00000159060	2
ENSG00000074800	ENST00000497492	0
ENSG00000074803	ENST00000380993	0
ENSG00000074842	ENST00000599630	2
ENSG00000074855	ENST00000597643	0
ENSG00000074935	ENST00000604967	0
ENSG00000074964	ENST00000375420	0
ENSG00000074966	ENST00000509681	2
ENSG00000075035	ENST00000261400	0
ENSG00000075043	ENST00000370221	0
ENSG00000075073	ENST00000373306	0
ENSG00000075089	ENST00000551617	0
ENSG00000075131	ENST00000367709	0
ENSG00000075142	ENST00000419179	1
ENSG00000075151	ENST00000438975	0
ENSG00000075188	ENST00000547269	0
ENSG00000075213	ENST00000265362	0
ENSG00000075218	ENST00000454366	1
ENSG00000075223	ENST00000536800	1
ENSG00000075234	ENST00000445282	0
ENSG00000075239	ENST00000528370	0
ENSG00000075240	ENST00000361034	0
ENSG00000075275	ENST00000262738	0
ENSG00000075290	ENST00000343737	0
ENSG00000075292	ENST00000409544	0
ENSG00000075303	ENST00000429674	1
ENSG00000075336	ENST00000169551	0
ENSG00000075340	ENST00000425976	0
ENSG00000075388	ENST00000168712	0
ENSG00000075391	ENST00000448150	0
ENSG00000075399	ENST00000561976	0
ENSG00000075407	ENST00000361085	6
ENSG00000075413	ENST00000554627	0
ENSG00000075415	ENST00000551123	0
ENSG00000075420	ENST00000392699	0
ENSG00000075426	ENST00000545753	0
ENSG00000075429	ENST00000533854	0
ENSG00000075461	ENST00000262138	0
ENSG00000075539	ENST00000507711	0
ENSG00000075568	ENST00000425805	0
ENSG00000075618	ENST00000340250	0
ENSG00000075624	ENST00000425660	0
ENSG00000075643	ENST00000261326	0
ENSG00000075651	ENST00000340989	1
ENSG00000075673	ENST00000381946	1
ENSG00000075702	ENST00000388999	0
ENSG00000075711	ENST00000456699	0
ENSG00000075785	ENST00000485280	0
ENSG00000075790	ENST00000479917	0
ENSG00000075826	ENST00000480905	0
ENSG00000075856	ENST00000550322	0
ENSG00000075884	ENST00000419455	1
ENSG00000075886	ENST00000321253	12
ENSG00000075891	ENST00000370296	0
ENSG00000075914	ENST00000265564	0
ENSG00000075945	ENST00000540905	0
ENSG00000075975	ENST00000448482	0
ENSG00000076003	ENST00000264156	0
ENSG00000076043	ENST00000538198	0
ENSG00000076053	ENST00000544582	1
ENSG00000076067	ENST00000542360	0
ENSG00000076108	ENST00000551996	0
ENSG00000076201	ENST00000602307	0
ENSG00000076242	ENST00000458009	0
ENSG00000076248	ENST00000446767	0
ENSG00000076258	ENST00000367749	1
ENSG00000076321	ENST00000546011	0
ENSG00000076344	ENST00000359740	0
